Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSDARG00000103207	B3DGU2	
ENSDARG00000014474		B0S5I9
ENSDARG00000031095		A0A0R4I9B9
ENSDARG00000102018		A9JSZ8
ENSDARG00000104691		A0A0R4ID76
ENSDARG00000060222		F8W5C5
ENSDARG00000014474		B0S5J0
ENSDARG00000094183		A0A0R4ISU3
ENSDARG00000088166		A0A0R4IE39
ENSDARG00000017004		B0S541
ENSDARG00000058206		E7F569
ENSDARG00000060222		Q06W35
ENSDARG00000100026		A0A0R4IC00
ENSDARG00000090914		E7FEM3
ENSDARG00000103432		A0A0R4IV90
ENSDARG00000078389		B8A492
ENSDARG00000007863		I3IT57
ENSDARG00000090914		E7FEM3
ENSDARG00000025699		E9QG31
ENSDARG00000088166		E7F9U1
ENSDARG00000024775		M9MMA2
ENSDARG00000007863		I3ITA0
ENSDARG00000060222		A0A0R4IKD1
ENSDARG00000094183		A0A0R4IG14
ENSDARG00000103432		Q6PBZ8
ENSDARG00000102018		A0A0N4SU77
ENSDARG00000007863		I3ITA0
ENSDARG00000025699		F1R9V0
ENSDARG00000017004		E9QDW3
ENSDARG00000053135		B0R142
ENSDARG00000036754		Q5U381
ENSDARG00000024775		M9MMB2
ENSDARG00000027799		A4FVI5
ENSDARG00000074854		E7F0N7
ENSDARG00000024775		F1QK68
ENSDARG00000007863		A0A0R4IBY2
ENSDARG00000079049		E7F0F2
ENSDARG00000104540		A0A0R4II65
ENSDARG00000036754		E9QH74
ENSDARG00000077130		E7F8A6
ENSDARG00000105492		A0A140LFY6
ENSDARG00000025567		Q6Q413
ENSDARG00000104540		A0A0R4ILF3
ENSDARG00000006501		F1RAB2
ENSDARG00000088009		A0A0R4IJQ3
ENSDARG00000025567		E9QGK2
ENSDARG00000092090		A8E4S9
ENSDARG00000017365		A0A140LG99
ENSDARG00000088009		E7EZH1
ENSDARG00000062352		F1R7Z2
ENSDARG00000088078		E7EYZ1
ENSDARG00000062352		F1R501
ENSDARG00000006501		F1QZW6
ENSDARG00000025567		Q6Q413
ENSDARG00000006501		F1QMK3
ENSDARG00000078331		F8W2M9
ENSDARG00000071394		F6PES3
ENSDARG00000097331		X1WD05
ENSDARG00000077836		F1QV38
ENSDARG00000078331		E7F036
ENSDARG00000006501		
ENSDARG00000011855		B0S578
ENSDARG00000060320		B8JHU5
ENSDARG00000036386	Q6IQ97	A9JT29
ENSDARG00000002190	Q6NXD2	
ENSDARG00000092356		E9QE81
ENSDARG00000061850		
ENSDARG00000011855		A0A0R4IFS2
ENSDARG00000043171		Q4QRH5
ENSDARG00000095884		F8W4N4
ENSDARG00000095884		A0A0R4IZQ8
ENSDARG00000037186		F1Q983
ENSDARG00000004427		B8JMZ3
ENSDARG00000060320		Q08BZ1
ENSDARG00000045639		F1R133
ENSDARG00000036386		
ENSDARG00000004427		F1QQT6
ENSDARG00000089182		F6P4M3
ENSDARG00000028878		F1R788
ENSDARG00000098645	Q6TLF6	
ENSDARG00000062821		Q1LVQ4
ENSDARG00000078489		F1QAG6
ENSDARG00000061850		E7FDN3
ENSDARG00000038067	A9JRZ0	
ENSDARG00000045639		F1QGR7
ENSDARG00000062821		Q1LVQ4
ENSDARG00000069928		B8A467
ENSDARG00000061850		A0A0G2KGQ3
ENSDARG00000003533		Q1L863
ENSDARG00000028878		A0A0R4IDM4
ENSDARG00000003533		X1WGI4
ENSDARG00000015998		A0A0R4J7S6
ENSDARG00000105585		
ENSDARG00000043031		A0A0R4IY98
ENSDARG00000009178		F1R230
ENSDARG00000100678		C5IX16
ENSDARG00000011422		F1QCK4
ENSDARG00000045639		A9C3U8
ENSDARG00000008568	Q66L49	
ENSDARG00000105585		
ENSDARG00000040452		A0A0A0MPN7
ENSDARG00000043031		F1QX18
ENSDARG00000008568		Q5RIC8
ENSDARG00000103697		A0A0R4ID51
ENSDARG00000078363		E7FE44
ENSDARG00000086077		F6P8B0
ENSDARG00000062123		E7FBZ7
ENSDARG00000044319		E9QBK9
ENSDARG00000015998		F1Q7G1
ENSDARG00000040452		H9KUW2
ENSDARG00000045639		A0A0R4IXJ1
ENSDARG00000015998		K7DYL0
ENSDARG00000091678	Q6IQU7	
ENSDARG00000086077		A0A0R4IHT6
ENSDARG00000011422		F1QHJ8
ENSDARG00000043031		A0A0R4IGZ1
ENSDARG00000040926		Q91430
ENSDARG00000011422		A0A0R4IF27
ENSDARG00000103456		A0A0R4ISJ6
ENSDARG00000062123		A0A0R4ITX1
ENSDARG00000044669		E7FAZ5
ENSDARG00000086077		A0A0R4IQ56
ENSDARG00000015998		F1Q7G1
ENSDARG00000054501		F1QBG8
ENSDARG00000103456		A0A0R4IAZ0
ENSDARG00000009217		R4GEE3
ENSDARG00000097239		X1WDF5
ENSDARG00000103697		A0A0R4ILG9
ENSDARG00000044669		A0A0R4IWH8
ENSDARG00000045639		A0A0R4IEW8
ENSDARG00000103456		A0A0R4IQV4
ENSDARG00000009217		A0A0R4IYN1
ENSDARG00000015998		E7F296
ENSDARG00000009217		E7F811
ENSDARG00000040926		F1Q6P8
ENSDARG00000044669		A0A140LGU1
ENSDARG00000015860		Q5RHK5
ENSDARG00000043031		F1QX18
ENSDARG00000011422		A0A0R4IIY9
ENSDARG00000021184	Q7ZT82	B3DK66
ENSDARG00000078585		F1QDK1
ENSDARG00000040926		B3DGQ7
ENSDARG00000102805		A0A0R4IYQ2
ENSDARG00000103697		A0A0R4IAA8
ENSDARG00000043031		F1QR53
ENSDARG00000054501		E9QD36
ENSDARG00000099730		A0A0R4IAN1
ENSDARG00000070019		A1A5X7
ENSDARG00000026281		F1QDF4
ENSDARG00000099073		A0A0G2KZX3
ENSDARG00000021380		A2ATY1
ENSDARG00000029445		Q7ZW93
ENSDARG00000099073		A0A0G2KF74
ENSDARG00000091879		A8WIT4
ENSDARG00000044319		A0A0H2UKS1
ENSDARG00000102805		A0A0R4IQ46
ENSDARG00000026281		F1QXW4
ENSDARG00000070019		X1WHY2
ENSDARG00000091879		F1QG47
ENSDARG00000103878		A0A0R4IZV6
ENSDARG00000029445		Q7ZW93
ENSDARG00000099730		A0A0R4IAV3
ENSDARG00000026281		F1QDF4
ENSDARG00000076294		F1RE38
ENSDARG00000044319		F1QHA8
ENSDARG00000076294		A0A0R4IX01
ENSDARG00000104639		A0A0G2L2U9
ENSDARG00000088202		B8A480
ENSDARG00000079530		F1Q6R7
ENSDARG00000102584		E7F725
ENSDARG00000098774		A0A0R4IBA6
ENSDARG00000032714		Q71E64
ENSDARG00000070019		X1WBW7
ENSDARG00000089304		E9QCU9
ENSDARG00000102584		E7F725
ENSDARG00000054501		E7FDE6
ENSDARG00000089304		A0A0R4INE9
ENSDARG00000100649		A0A0R4IGC9
ENSDARG00000053254		E9QJI5
ENSDARG00000054501		A0A0R4ID60
ENSDARG00000079530		F1Q6R7
ENSDARG00000059933		F1QXJ0
ENSDARG00000088202		F1R017
ENSDARG00000032714		F1RE87
ENSDARG00000062460		F1R730
ENSDARG00000036773		A5WW34
ENSDARG00000100649		A0A0R4IW15
ENSDARG00000087165		E7EZW0
ENSDARG00000070019		X1WH41
ENSDARG00000053254		O93409
ENSDARG00000031533		F1Q5F9
ENSDARG00000059933		F1Q6K0
ENSDARG00000032714		E7F1V8
ENSDARG00000105472		A0A140LGK3
ENSDARG00000038731	Q6DG32	B2GNU1
ENSDARG00000031049		F1QJA3
ENSDARG00000036773		A5WW32
ENSDARG00000040912		F1QNR6
ENSDARG00000031049		A0A0R4IA26
ENSDARG00000090747		E7EY36
ENSDARG00000031533		F1Q7B4
ENSDARG00000036773		A5WW33
ENSDARG00000075821		E9QFZ9
ENSDARG00000025891		B0S5T0
ENSDARG00000037677		Q7SX66
ENSDARG00000036773		A5WW32
ENSDARG00000038731		A0A0R4IYK0
ENSDARG00000006396		Q5TYT1
ENSDARG00000025891		F1QFV3
ENSDARG00000031049		F1QR24
ENSDARG00000103766		A0A0R4IKR6
ENSDARG00000010437		B0V2X7
ENSDARG00000095022		F1QW34
ENSDARG00000013329		F1QKY3
ENSDARG00000075821		F1QPY6
ENSDARG00000028485		Q504A7
ENSDARG00000035009		A0A0H2UKU5
ENSDARG00000006396		F1QDK8
ENSDARG00000011579		A0A140TAU2
ENSDARG00000035009		F1R3R1
ENSDARG00000061890		F1QLT2
ENSDARG00000010437		B0V2X8
ENSDARG00000098257		Q5ICW6
ENSDARG00000103766		A0A0R4IGF4
ENSDARG00000075821		F1QKI9
ENSDARG00000061890		E9QDX3
ENSDARG00000103766		A0A0R4IFF1
ENSDARG00000062618		F6PAH0
ENSDARG00000055093		E7FC11
ENSDARG00000099730		A0A0R4IGP6
ENSDARG00000006396		F1R8X6
ENSDARG00000093709		F1R7U3
ENSDARG00000055240		E7F022
ENSDARG00000059362		A6NA21
ENSDARG00000099730		Q7ZVT2
ENSDARG00000069767		F1QXJ2
ENSDARG00000062618		E7F807
ENSDARG00000059362		A3KP36
ENSDARG00000069767		E9QFR3
ENSDARG00000063309		F6PEN0
ENSDARG00000055240		A0A0R4IIA0
ENSDARG00000098257		A0A0R4ILG0
ENSDARG00000004358		Q6DH55
ENSDARG00000045824		E9QDY1
ENSDARG00000063309		E7FBB9
ENSDARG00000045824		E9QEF2
ENSDARG00000097285		X1WD03
ENSDARG00000019181	Q803F6	B2GNT1
ENSDARG00000102974		A0A0R4IVN8
ENSDARG00000062137		E7FC33
ENSDARG00000019181		J9JI05
ENSDARG00000000324		F1QF18
ENSDARG00000000324		F1QNH5
ENSDARG00000045824		E9QDZ6
ENSDARG00000019444		F1QXF8
ENSDARG00000102974		A0A0R4IDS6
ENSDARG00000038990		B0LK22
ENSDARG00000068468		F1QB07
ENSDARG00000005652		Q5RHM7
ENSDARG00000019417		Q6P021
ENSDARG00000043740		F1QRW8
ENSDARG00000090429		E9QF71
ENSDARG00000041449		F1R8L9
ENSDARG00000090355		Q5SV44
ENSDARG00000019444		E9QHX8
ENSDARG00000043740		E9QJE5
ENSDARG00000102974		A0A0R4IHT2
ENSDARG00000090429		E7F0X9
ENSDARG00000068468		F1QIC7
ENSDARG00000100731		F6NGD6
ENSDARG00000075821		F1QZQ3
ENSDARG00000045824		F1R0K5
ENSDARG00000102974		A0A0R4I9Q6
ENSDARG00000006125	Q6P3K7	
ENSDARG00000015016		E7FCT0
ENSDARG00000078685		E7FE23
ENSDARG00000058546		F1R963
ENSDARG00000075821		A0A0R4IRZ9
ENSDARG00000098803		A0A0R4IP03
ENSDARG00000035535		F6NI34
ENSDARG00000059558		F8W4F4
ENSDARG00000069432		Q6NY24
ENSDARG00000096621		R4GEN2
ENSDARG00000102974		A0A0R4IMC1
ENSDARG00000090355		Q5SV43
ENSDARG00000035535		F8W2K7
ENSDARG00000059558		F1QK57
ENSDARG00000104430		A0A0R4IHA3
ENSDARG00000096621		F1R4L4
ENSDARG00000090355		H0WEV3
ENSDARG00000057143		E7F8D4
ENSDARG00000045824		E7EXX9
ENSDARG00000012458		A0A0R4I9A2
ENSDARG00000035535		F1R3X3
ENSDARG00000078433		B0UYS8
ENSDARG00000099345		A0A0R4IN51
ENSDARG00000094268		F1R5T7
ENSDARG00000078983		E9QHF4
ENSDARG00000090355		F1QXY1
ENSDARG00000089185		F1QAN7
ENSDARG00000097275		X1WG41
ENSDARG00000096701		U3JAI0
ENSDARG00000100731		A0A0R4IGB1
ENSDARG00000021909		F1QRB3
ENSDARG00000078983		E7FEK3
ENSDARG00000100731		E7FCB6
ENSDARG00000010280		A8WHM7
ENSDARG00000104153		A0A140LG56
ENSDARG00000062687		I3ITL7
ENSDARG00000093844		A2VD37
ENSDARG00000010280		F1QZJ2
ENSDARG00000070917		F1Q6D8
ENSDARG00000062687		E7F7K8
ENSDARG00000096603	I6V1W0	
ENSDARG00000028845		F1R4K2
ENSDARG00000010280		F1R8N8
ENSDARG00000044972		Q8JFW7
ENSDARG00000008209		Q5TZG3
ENSDARG00000003193		F1QJA9
ENSDARG00000014208		F1QGD8
ENSDARG00000096603		R4GE46
ENSDARG00000007370		F1QIS3
ENSDARG00000003193		E9QBG9
ENSDARG00000007370		E7F4H1
ENSDARG00000038099		F1R0B7
ENSDARG00000010280		F1R253
ENSDARG00000051876		Q29RC0
ENSDARG00000014208		E7FDM7
ENSDARG00000069661		R4GE59
ENSDARG00000003193		E9QFZ6
ENSDARG00000010280		A0A0R4IEY4
ENSDARG00000045132		Q6NWC1
ENSDARG00000003193		E9QFB7
ENSDARG00000104153		A0A140LGL9
ENSDARG00000070917		Q56JH6
ENSDARG00000035601		Q6P009
ENSDARG00000075975		F1Q8H2
ENSDARG00000014208		F1RA79
ENSDARG00000088831		E9QCM7
ENSDARG00000017762	Q66I22	
ENSDARG00000007657		A2BGI0
ENSDARG00000078624		F1Q628
ENSDARG00000051876		E7EZG9
ENSDARG00000088831		E7F7K5
ENSDARG00000011613		E9QGY4
ENSDARG00000097344		X1WFG9
ENSDARG00000051921	Q6DG36	
ENSDARG00000051876		F1QEB2
ENSDARG00000051731		F1RAG8
ENSDARG00000035601		E7F7N4
ENSDARG00000104153		A0A0R4IDG2
ENSDARG00000007657		A2BGI0
ENSDARG00000017762		A0A0R4IM33
ENSDARG00000058103		F1QTT1
ENSDARG00000036911		Q6P0B3
ENSDARG00000056347		Q6DHJ2
ENSDARG00000104153		A0A0R4IME7
ENSDARG00000054797		A8E7N6
ENSDARG00000020795		A9JRY8
ENSDARG00000056347		Q6DHJ2
ENSDARG00000014670		A9C3Q0
ENSDARG00000105467		A0A140LG78
ENSDARG00000051731		A0A0H2UJE0
ENSDARG00000043168		Q6DHC9
ENSDARG00000020795		A9JRY8
ENSDARG00000036080		Q6PFU1
ENSDARG00000068828		Q4V924
ENSDARG00000042728		F1QCT6
ENSDARG00000093389		F1QVK9
ENSDARG00000015678		F1QMY5
ENSDARG00000087981		A0A140LG64
ENSDARG00000102736		A3QJX4
ENSDARG00000079647		E7F116
ENSDARG00000015678		F1QE36
ENSDARG00000087981		E7F7L8
ENSDARG00000068828		Q4V924
ENSDARG00000061940		A0A0G2KD20
ENSDARG00000092464		F1QN68
ENSDARG00000012219		A5PF46
ENSDARG00000102736		A0A0R4IF58
ENSDARG00000061940		E7FBR2
ENSDARG00000042728		F1RER9
ENSDARG00000092949		E9QFZ0
ENSDARG00000092464		A0A0R4IL24
ENSDARG00000077224		E9QDC9
ENSDARG00000043933		Q5TKT4
ENSDARG00000005897		B0UYS4
ENSDARG00000012823		X1WH92
ENSDARG00000004672		F1REU4
ENSDARG00000092949		E9QFZ0
ENSDARG00000057054		B8JIB3
ENSDARG00000079647		A9JTG1
ENSDARG00000096305		I3IS26
ENSDARG00000094279		A5WV18
ENSDARG00000092949		F1QQH6
ENSDARG00000016477		A0A0R4IKM4
ENSDARG00000092949		A0A0R4IUB3
ENSDARG00000096830		X1WF83
ENSDARG00000055712	Q6DGM2	B2GNJ0
ENSDARG00000033443		B0R0S8
ENSDARG00000068098		Q1LY22
ENSDARG00000011613		E9QHD4
ENSDARG00000068141		E7F3U1
ENSDARG00000074424		F8W340
ENSDARG00000055712		B8JLH5
ENSDARG00000077531	A3KPW9	
ENSDARG00000052097		F1Q8S8
ENSDARG00000090912	Q9DGJ3	
ENSDARG00000097352		X1WCB2
ENSDARG00000074424		E7FD71
ENSDARG00000033443		B0R0S9
ENSDARG00000012219		F8W348
ENSDARG00000077531		F1QBF2
ENSDARG00000032532		Q6PFV1
ENSDARG00000011640		F1QCC9
ENSDARG00000077864		E9QJ59
ENSDARG00000012219		F8W251
ENSDARG00000033443		A0A0R4ISQ1
ENSDARG00000068098		A4FVG3
ENSDARG00000090912	Q9DGJ3	
ENSDARG00000036772		I3ISG5
ENSDARG00000033443		F6NS64
ENSDARG00000090912	Q9DGJ3	
ENSDARG00000102226		Q7T3E9
ENSDARG00000012219		A0A0R4IYI6
ENSDARG00000076182		B0S789
ENSDARG00000043934		Q5TKT3
ENSDARG00000078226		B0V236
ENSDARG00000101942		A0A0R4IAE5
ENSDARG00000092725		B8A491
ENSDARG00000012823		X1WG76
ENSDARG00000076182		B0S791
ENSDARG00000032516		Q1L876
ENSDARG00000067752		B0R186
ENSDARG00000051712		E7FE17
ENSDARG00000094811		B0V1S1
ENSDARG00000067752		B0R186
ENSDARG00000016477		F1R166
ENSDARG00000007655		F1QYB6
ENSDARG00000078502		B0S5A5
ENSDARG00000033443		F1QU48
ENSDARG00000053574		B3DJT4
ENSDARG00000070644		F1QZD8
ENSDARG00000052379		B0S5H0
ENSDARG00000007655		E9QEB1
ENSDARG00000012823		E7F7X5
ENSDARG00000096979		B3DFW4
ENSDARG00000076182		B0S789
ENSDARG00000077946		E7FFZ4
ENSDARG00000012823		A0A0R4IGC6
ENSDARG00000036772		Q1L8T6
ENSDARG00000053574		E7F616
ENSDARG00000070644		F1QZD8
ENSDARG00000001835		B0S6W6
ENSDARG00000070408		Q1L8M6
ENSDARG00000092285		B0R188
ENSDARG00000036772		F1QC96
ENSDARG00000052379		A0A0R4IPR7
ENSDARG00000053574		B3DJT4
ENSDARG00000036772		F1QLI3
ENSDARG00000029157		B8A4G4
ENSDARG00000001835		F1QNL6
ENSDARG00000092285		B0R187
ENSDARG00000011613		Q803H1
ENSDARG00000077864		F1QFI3
ENSDARG00000070408		E7F773
ENSDARG00000070362		Q6DEG1
ENSDARG00000071685		E7F2I7
ENSDARG00000029157	Q5RIW8	
ENSDARG00000059357		F1QT63
ENSDARG00000007370		A0A0R4IAA9
ENSDARG00000011613		Q803H1
ENSDARG00000040779		E7F602
ENSDARG00000071685		K7DY70
ENSDARG00000004672		E7F1F9
ENSDARG00000100712		A0A0R4IF81
ENSDARG00000006963		G1K2H9
ENSDARG00000001835		F1QPW3
ENSDARG00000062606		E9QC56
ENSDARG00000029157		A0A0R4ICY8
ENSDARG00000070656		F1QZD2
ENSDARG00000011613		E9QBR2
ENSDARG00000001835		F1QCP2
ENSDARG00000004672		F1QT14
ENSDARG00000099679		A0A0R4IRV1
ENSDARG00000062606		E9QF93
ENSDARG00000027986		E9QF41
ENSDARG00000078185		F1RCJ9
ENSDARG00000091557		F1QBU4
ENSDARG00000062606		E7F8D6
ENSDARG00000045524		F1QEB6
ENSDARG00000070656		F1QZD2
ENSDARG00000045051		F1Q7T3
ENSDARG00000087205		E7EXT6
ENSDARG00000073961		E7F2I6
ENSDARG00000019932		Q5U3A9
ENSDARG00000045051		E9QE17
ENSDARG00000099679		A0A0R4IGZ5
ENSDARG00000027986		A0A0R4IV31
ENSDARG00000078185		E7F2M4
ENSDARG00000045792		F1R0M3
ENSDARG00000004648		B3DIG3
ENSDARG00000099679		A0A0R4IMS7
ENSDARG00000045524		F1REL9
ENSDARG00000027986		F1QUD6
ENSDARG00000045792		F1R0M3
ENSDARG00000045051		E9QFW8
ENSDARG00000045051		F1Q7T3
ENSDARG00000004648		E7F479
ENSDARG00000031876		F8W4T2
ENSDARG00000087178		B9UIU6
ENSDARG00000027183		F1RDZ8
ENSDARG00000056395		F1QBJ8
ENSDARG00000019765		A3KMT0
ENSDARG00000103996		A0A0R4IDN8
ENSDARG00000069590		E9QCN7
ENSDARG00000074904		E7F9P7
ENSDARG00000089853		H0WED6
ENSDARG00000089853		E7F968
ENSDARG00000087178		A0A0R4IHA6
ENSDARG00000091042		E7FCI9
ENSDARG00000019808		E9QCB1
ENSDARG00000019765		A3KMT0
ENSDARG00000004034		Q7SZQ6
ENSDARG00000005749		A8E7M5
ENSDARG00000091042		A0A0R4IQS5
ENSDARG00000087178		B9UIU6
ENSDARG00000057626		F1QCJ5
ENSDARG00000019808		F1Q4X8
ENSDARG00000034541		F1QKF4
ENSDARG00000095773		B3DK63
ENSDARG00000004034		E9QBP0
ENSDARG00000018264		F1QQV8
ENSDARG00000010149		Q08BA1
ENSDARG00000004034		A0A0R4IB45
ENSDARG00000008142		F1QXJ4
ENSDARG00000057626		F1QCJ5
ENSDARG00000095773		A0A0R4ITG0
ENSDARG00000094578		F1QAT8
ENSDARG00000058868		F8W4Z3
ENSDARG00000073998		F1R311
ENSDARG00000075626		A8WFZ9
ENSDARG00000058868		F1QN37
ENSDARG00000057626		F1QCJ5
ENSDARG00000076153		E9QG33
ENSDARG00000058868		A0A0R4IWH7
ENSDARG00000008142		A0A0R4INF9
ENSDARG00000101787		A3KNW1
ENSDARG00000099776		Q7T2P7
ENSDARG00000076153		E7F294
ENSDARG00000076153		A0A0R4IED0
ENSDARG00000073998		E7F5L9
ENSDARG00000056023	Q9PWM2	
ENSDARG00000069594		X1WDK3
ENSDARG00000016999	Q803L0	
ENSDARG00000091298		A0A0R4IIU6
ENSDARG00000069594		E7F985
ENSDARG00000026500		B3DGC8
ENSDARG00000103992		A0A0R4IBR2
ENSDARG00000004745	Q803C7	
ENSDARG00000016999		I3ITG7
ENSDARG00000089901		F1QMI0
ENSDARG00000100958		A0A0R4ICG6
ENSDARG00000056023		H7BWW5
ENSDARG00000100958		A0A0R4ID96
ENSDARG00000089901		E7EZ39
ENSDARG00000016999		I3IS11
ENSDARG00000002494		A0A0R4IP79
ENSDARG00000016999		A5PMB5
ENSDARG00000093841		A8HAI7
ENSDARG00000042285		F1QQW4
ENSDARG00000091298		F1R9D2
ENSDARG00000042285		F1QME5
ENSDARG00000012833		K7DY44
ENSDARG00000077165		E7F2Y9
ENSDARG00000034943		F1QJR6
ENSDARG00000016999		Z4YIC2
ENSDARG00000077165		E7F2Y9
ENSDARG00000002494		F1QGX0
ENSDARG00000105477		A0A140LGG3
ENSDARG00000018907		A2CG09
ENSDARG00000078935		F1Q6C4
ENSDARG00000030116		Q5SPG9
ENSDARG00000059397		F1QRP7
ENSDARG00000012833		E9QJB6
ENSDARG00000016999		A0A0R4ISG0
ENSDARG00000034943		A0A140LFT6
ENSDARG00000105477		A0A140LGB7
ENSDARG00000058578		Q1LUD6
ENSDARG00000038309		B0S5G4
ENSDARG00000078935		E9QFB5
ENSDARG00000070686		Q6DRN8
ENSDARG00000012833		F1RBX8
ENSDARG00000093841		E7EZV4
ENSDARG00000030116		U3JAN2
ENSDARG00000034633		Q8AWD7
ENSDARG00000056938		Q5RI43
ENSDARG00000018907		A2CG09
ENSDARG00000100426		A0A0R4IB67
ENSDARG00000041141		Q6DH14
ENSDARG00000078935		F1QFD9
ENSDARG00000059397		B0R142
ENSDARG00000034633		Q8AWD7
ENSDARG00000056938		Q5RI47
ENSDARG00000026577		Q7ZWB1
ENSDARG00000060123		F1QWY5
ENSDARG00000058578		Q1LUD5
ENSDARG00000074502		B7ZCQ7
ENSDARG00000078935		F1Q6C4
ENSDARG00000041141		Q6DH14
ENSDARG00000059634		E9QJ61
ENSDARG00000034633		Q8AWD7
ENSDARG00000041141		E9QBU4
ENSDARG00000088932		A3KQR6
ENSDARG00000023703	Q6DG99	
ENSDARG00000041141		Q6DH14
ENSDARG00000060123		X1WCV2
ENSDARG00000098810		B3DK21
ENSDARG00000058578		F1QMC7
ENSDARG00000098810		F6P6N0
ENSDARG00000045932		B3DJY4
ENSDARG00000074502		B7ZCQ8
ENSDARG00000076005		X1WC87
ENSDARG00000060123		A0A0R4INH6
ENSDARG00000003206	Q63ZW2	
ENSDARG00000041141		R4GES2
ENSDARG00000059634		F1QMS0
ENSDARG00000058578		A0A0R4IQP1
ENSDARG00000074502		F1QS57
ENSDARG00000102762		A0A0R4IPI8
ENSDARG00000059634		E9QFT0
ENSDARG00000045932		A0A0R4ID23
ENSDARG00000041141		A0A0R4IWE9
ENSDARG00000078473		Q66I37
ENSDARG00000059634		E9QCA2
ENSDARG00000097414		X1WFD0
ENSDARG00000044405		F1QHZ3
ENSDARG00000059634		E9QGU9
ENSDARG00000071083		Q1LXN9
ENSDARG00000035570		A3KPQ4
ENSDARG00000003206		E7F621
ENSDARG00000058203		Q6DRM9
ENSDARG00000105530		
ENSDARG00000071083		Q1LXN8
ENSDARG00000073820		A8E5P7
ENSDARG00000099785		A0A0R4IC97
ENSDARG00000029259		F1QW85
ENSDARG00000007711		A0A0R4ID94
ENSDARG00000058203		Q6NYA8
ENSDARG00000007711		F1R4M2
ENSDARG00000075192		E9QCT7
ENSDARG00000059634		F1QH23
ENSDARG00000075192		E7EZJ5
ENSDARG00000005853		B0S730
ENSDARG00000029259		A0A0R4IZ60
ENSDARG00000017696	Q6PEH4	
ENSDARG00000098240		E7EZR8
ENSDARG00000059634		F1QMS0
ENSDARG00000098240		X1WF61
ENSDARG00000021569		B0VEQ8
ENSDARG00000077866		F1QBX4
ENSDARG00000037929		F1Q5T1
ENSDARG00000063677		E9QHW2
ENSDARG00000086247		A3KQR5
ENSDARG00000102674		A0A0R4IDK3
ENSDARG00000036066		E7FAM7
ENSDARG00000030237		Q7SZC7
ENSDARG00000021569		F1R0H2
ENSDARG00000045275		E9QC80
ENSDARG00000034453		F1QE32
ENSDARG00000071083		F1Q9X2
ENSDARG00000037929		F1R102
ENSDARG00000045815	Q5RHY1	B7ZV42
ENSDARG00000045275		E7FH32
ENSDARG00000036066		E7FAM7
ENSDARG00000070914		Q7T2L8
ENSDARG00000021569		F1Q7V3
ENSDARG00000040085	Q6P3G4	
ENSDARG00000043722		F1QRY2
ENSDARG00000071083		F1QVD5
ENSDARG00000063677		E9QHJ2
ENSDARG00000038941		F1QIS9
ENSDARG00000040031		Q802C7
ENSDARG00000037675		F1RD77
ENSDARG00000095997		H0WE42
ENSDARG00000063677		E7F3H3
ENSDARG00000094224		R4GE97
ENSDARG00000094684		F1QP55
ENSDARG00000056047		A5WWD9
ENSDARG00000027360		F1Q6F6
ENSDARG00000039486		F1Q9J0
ENSDARG00000038941		F8W5V3
ENSDARG00000059653		B8A652
ENSDARG00000028306		Q502Q7
ENSDARG00000094224		Q5TZ90
ENSDARG00000099213		A0A0R4IRW6
ENSDARG00000027360		F1Q5N9
ENSDARG00000040031		A0A0R4IS33
ENSDARG00000060626		Q1ECW5
ENSDARG00000038941		F8W5V3
ENSDARG00000101178		A0A0R4ILG6
ENSDARG00000098240		A0A0H2UKR5
ENSDARG00000006617		F1RC32
ENSDARG00000059653		F1R1W0
ENSDARG00000101178		A0A0R4ILG6
ENSDARG00000095949		F8W2F5
ENSDARG00000028306		F1QT82
ENSDARG00000060813		F1QGR1
ENSDARG00000035546		F1R3W9
ENSDARG00000060626		E9QB77
ENSDARG00000059738		F1QEX6
ENSDARG00000060813		A3KQE2
ENSDARG00000006617		F1RC32
ENSDARG00000059653		F1QGA4
ENSDARG00000059653		A0A0R4IH56
ENSDARG00000028306		F1QT82
ENSDARG00000086874		E7EZ85
ENSDARG00000056152	Q7ZYY4	B2GRJ9
ENSDARG00000099213		A0A0R4IMF9
ENSDARG00000035546		X1WC15
ENSDARG00000093112		B8A5T0
ENSDARG00000059351		B0V1I6
ENSDARG00000055708		B3DGI9
ENSDARG00000028306		F1QT82
ENSDARG00000029822		F6P131
ENSDARG00000099213		A0A0R4IXQ1
ENSDARG00000053580		B8JII2
ENSDARG00000009681	Q6PFL0	B2GNU2
ENSDARG00000056985		F1QG29
ENSDARG00000092498		A3KQ79
ENSDARG00000061770		F1QZ54
ENSDARG00000045580		F1R6G3
ENSDARG00000051915		B0S7D6
ENSDARG00000101292		A0A0R4IMJ5
ENSDARG00000087084		F1QUW3
ENSDARG00000059351		B0V1I7
ENSDARG00000069696		E7F853
ENSDARG00000101292		A0A0R4IMJ5
ENSDARG00000099774		Q6NY41
ENSDARG00000059351		B0V1I8
ENSDARG00000099227		A0A0R4IKI4
ENSDARG00000060813		F1Q7T2
ENSDARG00000099227		A0A0R4II87
ENSDARG00000051915		F1QZ12
ENSDARG00000059351		Q0P3Y4
ENSDARG00000059351		A0A0R4IDF0
ENSDARG00000060813		A0A0R4II85
ENSDARG00000055383		F1Q4T4
