expid|DBname|DBname|ZECOtermname|zecoid|otherid|CC
ZDB-EXP-150506-13|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150506-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150506-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150506-9|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150507-1|chemical|Metal|chemical treatment|ZECO:0000102||
ZDB-EXP-150507-12|N1bMO|N1bMO|standard conditions|ZECO:0000103||
ZDB-EXP-150507-13|N1bMO2|N1bMO2|standard conditions|ZECO:0000103||
ZDB-EXP-150507-14|N1bMO2+N3MO|N1bMO2+N3MO|standard conditions|ZECO:0000103||
ZDB-EXP-150507-15|N2MO|N2MO|standard conditions|ZECO:0000103||
ZDB-EXP-150507-2|N3MO|N3MO|standard conditions|ZECO:0000103||
ZDB-EXP-150507-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150507-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150507-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150507-6|dld MO|dld MO|standard conditions|ZECO:0000103||
ZDB-EXP-150507-7|dld MO + N3MO|dld MO + N3MO|standard conditions|ZECO:0000103||
ZDB-EXP-150507-8|W16MO|W16MO|standard conditions|ZECO:0000103||
ZDB-EXP-150507-9|N1aMO|N1aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150508-1|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150508-11|chemical|other|chemical treatment|ZECO:0000102|CHEBI:77967|
ZDB-EXP-150508-11|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150508-12|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150508-13|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150508-14|chemical|other|chemical treatment|ZECO:0000102|CHEBI:78331 |
ZDB-EXP-150508-14|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150508-15|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150508-16|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150508-2|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0001058|
ZDB-EXP-150508-9|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0001058|
ZDB-EXP-150511-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150511-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150511-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150511-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150512-1|rad21MO|rad21MO|standard conditions|ZECO:0000103||
ZDB-EXP-150513-1|otoAMO|otoAMO|standard conditions|ZECO:0000103||
ZDB-EXP-150513-2|otoBMO|otoBMO|standard conditions|ZECO:0000103||
ZDB-EXP-150513-3|doubleMO|doubleMO|standard conditions|ZECO:0000103||
ZDB-EXP-150513-6|glut2 MO|glut2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150514-1|eaf1-MO3|eaf1-MO3|standard conditions|ZECO:0000103||
ZDB-EXP-150514-13|zAE1b MO|zAE1b MO|standard conditions|ZECO:0000103||
ZDB-EXP-150514-4|ctcf spliceMO|ctcf spliceMO|standard conditions|ZECO:0000103||
ZDB-EXP-150514-5|myovbMO|myovbMO|standard conditions|ZECO:0000103||
ZDB-EXP-150514-6|atoh1b_MO|atoh1b_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150514-7|chemical|PTU|chemical treatment|ZECO:0000102|CHEBI:46261|
ZDB-EXP-150514-8|ngnMO|ngnMO|standard conditions|ZECO:0000103||
ZDB-EXP-150514-9|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-150515-1|p63MO|p63MO|standard conditions|ZECO:0000103||
ZDB-EXP-150515-10|ldb2aMO+smad7MO|ldb2aMO+smad7MO|standard conditions|ZECO:0000103||
ZDB-EXP-150515-11|lfng MO|lfng MO|standard conditions|ZECO:0000103||
ZDB-EXP-150515-12|lfngr MO|lfngr MO|standard conditions|ZECO:0000103||
ZDB-EXP-150515-2|myo+p63MOs|myo+p63MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150515-3|ldb2a MO1|ldb2a MO1|standard conditions|ZECO:0000103||
ZDB-EXP-150515-4|ldb2a MO2|ldb2a MO2|standard conditions|ZECO:0000103||
ZDB-EXP-150515-6|smad7 MO|smad7 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150515-8|chemical|other|chemical treatment|ZECO:0000102|CHEBI:91108|
ZDB-EXP-150515-9|ldb2aMO+bmp4MO|ldb2aMO+bmp4MO|standard conditions|ZECO:0000103||
ZDB-EXP-150518-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150518-2|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150518-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:63451|
ZDB-EXP-150518-3|physiological|regeneration/healing|amputation|ZECO:0000172|ZFA:0001058|
ZDB-EXP-150518-4|gpr126 MO|gpr126 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150519-1|prkc zeta MO|prkc zeta MO|standard conditions|ZECO:0000103||
ZDB-EXP-150519-2|prkc iota MO|prkc iota MO|standard conditions|ZECO:0000103||
ZDB-EXP-150519-3|prkc zeta_&_iota MOs|prkc zeta_&_iota MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150520-2|sox4MOs|sox4MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150521-10|tnnt2a_&_ift88_MOs|tnnt2a_&_ift88_MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150521-11|mpp5a_MO|mpp5a_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150521-12|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-150521-14|aldh1a3 MO|aldh1a3 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150521-15|chemical|DEAB (CAS:93148-15-3)|chemical treatment|ZECO:0000102|CHEBI:86195|
ZDB-EXP-150521-16|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-150521-16|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150521-17|prkc zeta_&_iota_&_pax2a MOs|prkc zeta_&_iota_&_pax2a MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150521-3|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-150521-4|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-150521-5|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-150521-6|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-150521-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150521-8|ift88_MO|ift88_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150521-9|tnnt2a_MO|tnnt2a_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150523-1|MoSin1|MoSin1|standard conditions|ZECO:0000103||
ZDB-EXP-150526-2|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-150526-4|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:100922|
ZDB-EXP-150527-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150527-10|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150527-11|chemical|other|chemical treatment|ZECO:0000102|CHEBI:4031|
ZDB-EXP-150527-13|osr1_MO|osr1_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150527-14|sox32_MO|sox32_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150527-15|osr1_&_sox32_MOs|osr1_&_sox32_MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150527-16|mir216MOs|mir216MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150527-17|snx5MOs|snx5MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150527-18|mir216MOs+snx5MOs|mir216MOs+snx5MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150527-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150527-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150527-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150527-6|tnnt2MO|tnnt2MO|standard conditions|ZECO:0000103||
ZDB-EXP-150527-7|cacna1cMO|cacna1cMO|standard conditions|ZECO:0000103||
ZDB-EXP-150527-8|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150527-9|chemical|other|chemical treatment|ZECO:0000102|CHEBI:75388|
ZDB-EXP-150528-1|pdlim MO2|pdlim MO2|standard conditions|ZECO:0000103||
ZDB-EXP-150528-2|foxd3MO|foxd3MO|standard conditions|ZECO:0000103||
ZDB-EXP-150528-3|tfap2aMO|tfap2aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150528-4|foxd3MO+tfap2aMO|foxd3MO+tfap2aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150528-5|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-150528-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150528-7|cxcr4aMO|cxcr4aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150529-2|zCAc mo|zCAc mo|standard conditions|ZECO:0000103||
ZDB-EXP-150529-4|pH|acidic|acidic|ZECO:0000201||
ZDB-EXP-150601-1|gmds MO|gmds MO|standard conditions|ZECO:0000103||
ZDB-EXP-150601-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150602-1|tnnt2MO|tnnt2MO|standard conditions|ZECO:0000103||
ZDB-EXP-150602-18|sqstm1 atgMO|sqstm1 atgMO|standard conditions|ZECO:0000103||
ZDB-EXP-150602-19|sqstm1 spMO|sqstm1 spMO|standard conditions|ZECO:0000103||
ZDB-EXP-150602-2|klf2aMO|klf2aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150602-3|mmp2MO|mmp2MO|standard conditions|ZECO:0000103||
ZDB-EXP-150602-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150602-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150602-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150603-11|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150603-13|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150603-13|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150603-15|chemical|other|chemical treatment|ZECO:0000102|CHEBI:90692|
ZDB-EXP-150603-15|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150603-17|chemical|other|chemical treatment|ZECO:0000102|CHEBI:65329|
ZDB-EXP-150603-17|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150603-19|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150603-20|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150603-3|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150603-6|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150603-7|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150603-9|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150604-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:91075|
ZDB-EXP-150604-2|physiological|regeneration/healing|perforation|ZECO:0000178|ZFA:0000152|
ZDB-EXP-150604-3|yap1_MO|yap1_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150604-4|s1pr2_MO|s1pr2_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150604-5|gnai13_MOs|gnai13_MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150605-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150605-2|s1pr2_&_lats1,2_MOs|s1pr2_&_lats1,2_MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150605-3|gnai13_&_lats1,2_MOs|gnai13_&_lats1,2_MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150605-5|ctgfa_MO|ctgfa_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150605-6|cyr61_MO|cyr61_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150608-1|atg4da MO|atg4da MO|standard conditions|ZECO:0000103||
ZDB-EXP-150610-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150610-4|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150610-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150610-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150610-6|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:34910|
ZDB-EXP-150610-7|physical|light|constant light|ZECO:0000150||
ZDB-EXP-150610-8|physical|mechanical stress|mechanical stress|ZECO:0000155||
ZDB-EXP-150612-3|gcgaMO|gcgaMO|standard conditions|ZECO:0000103||
ZDB-EXP-150612-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150612-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150612-6|chemical|Rapamycin (CAS: 53123-88-9)|chemical treatment|ZECO:0000102|CHEBI:9168|
ZDB-EXP-150612-7|atoh1b MO|atoh1b MO|standard conditions|ZECO:0000103||
ZDB-EXP-150612-8|her4 MO|her4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150615-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150615-2|physiological|fungal infection|fungal treatment by injection|ZECO:0000232|746128|
ZDB-EXP-150615-3|physiological|fungal infection|fungal treatment by injection|ZECO:0000232|746128|
ZDB-EXP-150615-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:61049|
ZDB-EXP-150615-4|MO|MO|standard conditions|ZECO:0000103||
ZDB-EXP-150616-1|ocrl1MO|ocrl1MO|standard conditions|ZECO:0000103||
ZDB-EXP-150616-2|pard3_MO|pard3_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150616-3|IFT88MO|IFT88MO|standard conditions|ZECO:0000103||
ZDB-EXP-150616-7|physiological|bacterial infection|bacterial treatment|ZECO:0000106||
ZDB-EXP-150616-8|physiological|bacterial infection|bacterial treatment|ZECO:0000106||
ZDB-EXP-150617-4|prkci_MO|prkci_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150617-6|prkc_i_&_z_MOs|prkc_i_&_z_MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150617-7|pard3_&_prkci_MOs|pard3_&_prkci_MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150617-8|physiological|germ free|Germ free|ZECO:0000108||
ZDB-EXP-150617-9|tnf MO|tnf MO|standard conditions|ZECO:0000103||
ZDB-EXP-150618-1|MO S1-S2-S3|MO S1-S2-S3|standard conditions|ZECO:0000103||
ZDB-EXP-150618-2|MO S1-S2-S3 + MO p53|MO S1-S2-S3 + MO p53|standard conditions|ZECO:0000103||
ZDB-EXP-150618-3|MO ubc9.1, 9.2|MO ubc9.1, 9.2|standard conditions|ZECO:0000103||
ZDB-EXP-150618-4|MO ubc9.1, 9.2 + MO p53|MO ubc9.1, 9.2 + MO p53|standard conditions|ZECO:0000103||
ZDB-EXP-150619-1|ntrk2bMO|ntrk2bMO|standard conditions|ZECO:0000103||
ZDB-EXP-150619-10|sox9a MO|sox9a MO|standard conditions|ZECO:0000103||
ZDB-EXP-150619-11|atoh1a MO|atoh1a MO|standard conditions|ZECO:0000103||
ZDB-EXP-150619-12|sox9aMO+atoh1aMO|sox9aMO+atoh1aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150619-13|tlx2MO|tlx2MO|standard conditions|ZECO:0000103||
ZDB-EXP-150619-14|eya2MO|eya2MO|standard conditions|ZECO:0000103||
ZDB-EXP-150619-15|tlx2/eya2MO|tlx2/eya2MO|standard conditions|ZECO:0000103||
ZDB-EXP-150619-16|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150619-2|physical|light|light ablation|ZECO:0000170|ZFA:0001314|
ZDB-EXP-150619-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150619-4|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-150619-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150622-1|nup62l-MO|nup62l-MO|standard conditions|ZECO:0000103||
ZDB-EXP-150622-4|nup54 MO|nup54 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150622-5|tubgcp4-mo|tubgcp4-mo|standard conditions|ZECO:0000103||
ZDB-EXP-150623-2|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-150623-4|physical|light|constant dark|ZECO:0000149||
ZDB-EXP-150624-5|slc7a6os MO|slc7a6os MO|standard conditions|ZECO:0000103||
ZDB-EXP-150625-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150625-6|AUG morpho|AUG morpho|standard conditions|ZECO:0000103||
ZDB-EXP-150625-7|SPL morpho|SPL morpho|standard conditions|ZECO:0000103||
ZDB-EXP-150626-2|MO-cdca7|MO-cdca7|standard conditions|ZECO:0000103||
ZDB-EXP-150626-3|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-150630-1|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:62882|
ZDB-EXP-150630-2|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:86290|
ZDB-EXP-150630-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150630-4|ilk-MO|ilk-MO|standard conditions|ZECO:0000103||
ZDB-EXP-150702-1|krt4MO|krt4MO|standard conditions|ZECO:0000103||
ZDB-EXP-150702-11|physiological|bacterial infection|bacterial treatment|ZECO:0000106||
ZDB-EXP-150702-12|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:86290|
ZDB-EXP-150702-2|lama5_MO|lama5_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150702-3|itga3_MO|itga3_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150702-7|physiological|fungal infection|fungal treatment|ZECO:0000107|5476|
ZDB-EXP-150702-8|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-150702-9|physiological|bacterial infection|bacterial treatment|ZECO:0000106||
ZDB-EXP-150703-1|sara MO|sara MO|standard conditions|ZECO:0000103||
ZDB-EXP-150703-10|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0000008|
ZDB-EXP-150703-11|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0000008|
ZDB-EXP-150703-6|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0000008|
ZDB-EXP-150703-7|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0000008|
ZDB-EXP-150703-8|chemical|other|chemical treatment|ZECO:0000102|CHEBI:48705|
ZDB-EXP-150703-8|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0000008|
ZDB-EXP-150706-10|morpho 2|morpho 2|standard conditions|ZECO:0000103||
ZDB-EXP-150706-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150706-8|chs1_MO|chs1_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150706-9|morpho 1|morpho 1|standard conditions|ZECO:0000103||
ZDB-EXP-150707-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150707-2|gata2b_spl MO|gata2b_spl MO|standard conditions|ZECO:0000103||
ZDB-EXP-150707-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150708-1|mib MO|mib MO|standard conditions|ZECO:0000103||
ZDB-EXP-150708-12|dhfr MOs|dhfr MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150708-13|fezf2-MO|fezf2-MO|standard conditions|ZECO:0000103||
ZDB-EXP-150708-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150708-3|wnt16 MO|wnt16 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150708-4|notch1a MO|notch1a MO|standard conditions|ZECO:0000103||
ZDB-EXP-150708-5|notch1bMO|notch1bMO|standard conditions|ZECO:0000103||
ZDB-EXP-150708-6|znf385c MO|znf385c MO|standard conditions|ZECO:0000103||
ZDB-EXP-150709-10|physiological|viral infection|viral treatment|ZECO:0000110|696863|
ZDB-EXP-150709-11|physiological|bacterial infection|bacterial treatment|ZECO:0000106|1346|
ZDB-EXP-150709-3|Db klf2 MOs|Db klf2 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-150709-4|physiological|viral infection|viral treatment|ZECO:0000110|696863|
ZDB-EXP-150709-8|physiological|viral infection|viral treatment|ZECO:0000110|696863|
ZDB-EXP-150709-9|physiological|viral infection|viral treatment|ZECO:0000110|696863|
ZDB-EXP-150710-1|kmt2a MO|kmt2a MO|standard conditions|ZECO:0000103||
ZDB-EXP-150713-2|pH|acidic|acidic|ZECO:0000201||
ZDB-EXP-150713-4|pH|acidic|acidic|ZECO:0000201||
ZDB-EXP-150713-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150714-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150714-2|cdc42MO|cdc42MO|standard conditions|ZECO:0000103||
ZDB-EXP-150714-3|arhged9MO|arhged9MO|standard conditions|ZECO:0000103||
ZDB-EXP-150714-4|bmpr2a/2b MO|bmpr2a/2b MO|standard conditions|ZECO:0000103||
ZDB-EXP-150714-5|bmpr2a/2b MO + arhged9 MO|bmpr2a/2b MO + arhged9 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150714-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150714-7|fmnl3MO|fmnl3MO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-1|prox1aMO|prox1aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-10|fmnl3MO+arhged9MO|fmnl3MO+arhged9MO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-12|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-150715-13|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:8647|
ZDB-EXP-150715-13|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-150715-14|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-150715-2|mir-31MO|mir-31MO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-3|mir-181aMO|mir-181aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-4|mir-31MO+mir181aMO|mir-31MO+mir181aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-5|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-150715-6|fgd5MO|fgd5MO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-7|fmnl2aMO|fmnl2aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-8|fmnl2bMO|fmnl2bMO|standard conditions|ZECO:0000103||
ZDB-EXP-150715-9|fmnl3MO+bmpr2a/bMO|fmnl3MO+bmpr2a/bMO|standard conditions|ZECO:0000103||
ZDB-EXP-150716-1|kctd13 MO|kctd13 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150716-10|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150716-10|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:8647|
ZDB-EXP-150716-12|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150716-14|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:8647|
ZDB-EXP-150716-16|wdr73 MO|wdr73 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150716-2|kctd13 + cep290 MO|kctd13 + cep290 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150716-3|foxc1aMO|foxc1aMO|standard conditions|ZECO:0000103||
ZDB-EXP-150716-4|aldh1a2MO|aldh1a2MO|standard conditions|ZECO:0000103||
ZDB-EXP-150716-5|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-150716-6|chemical|DEAB (CAS:93148-15-3)|chemical treatment|ZECO:0000102|CHEBI:86195|
ZDB-EXP-150716-7|fgf8 MO|fgf8 MO|standard conditions|ZECO:0000103||
ZDB-EXP-150716-8|chemical|DAPT|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-150716-9|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150717-10|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150717-10|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:8647|
ZDB-EXP-150717-11|pthr1MO|pthr1MO|standard conditions|ZECO:0000103||
ZDB-EXP-150717-12|pthrpMO|pthrpMO|standard conditions|ZECO:0000103||
ZDB-EXP-150717-13|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150717-3|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-150717-5|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-150717-7|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-150717-9|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150717-9|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-150720-1|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150720-10|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150720-11|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150720-12|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:8647|
ZDB-EXP-150720-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150720-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:50122|
ZDB-EXP-150720-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150720-6|chemical|other|chemical treatment|ZECO:0000102|CHEBI:33217|
ZDB-EXP-150720-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150720-7|chemical|other|chemical treatment|ZECO:0000102|CHEBI:35004|
ZDB-EXP-150721-1|CRISPR sox2|CRISPR sox2|standard conditions|ZECO:0000103||
ZDB-EXP-150721-2|CRISPR gfap|CRISPR gfap|standard conditions|ZECO:0000103||
ZDB-EXP-150721-5|physiological|regeneration/healing|light ablation|ZECO:0000170||
ZDB-EXP-150721-7|physiological|regeneration/healing|light ablation|ZECO:0000170||
ZDB-EXP-150722-2|snrnp70MO|snrnp70MO|standard conditions|ZECO:0000103||
ZDB-EXP-150722-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-150722-5|lama2_MO|lama2_MO|standard conditions|ZECO:0000103||
ZDB-EXP-150722-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-150723-1|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
ZDB-EXP-150723-2|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:23888|
