zdbid,abregid
ZDB-ATB-160913-6,AB_2193398
ZDB-ATB-160913-7,AB_443270
ZDB-ATB-160913-8,AB_397808
ZDB-ATB-160913-9,AB_10674213
ZDB-ATB-160915-1,AB_2197283
ZDB-ATB-160915-2,AB_2315958
ZDB-ATB-160919-1,AB_1932109
ZDB-ATB-160919-2,
ZDB-ATB-160921-1,
ZDB-ATB-160921-2,
ZDB-ATB-160921-3,
ZDB-ATB-160921-4,
ZDB-ATB-160921-5,
ZDB-ATB-160921-6,
ZDB-ATB-160921-7,
ZDB-ATB-160922-1,
ZDB-ATB-160922-2,AB_310591
ZDB-ATB-160922-3,AB_2302257
ZDB-ATB-160926-1,
ZDB-ATB-160928-1,
ZDB-ATB-160930-1,
ZDB-ATB-160930-2,AB_10568536
ZDB-ATB-161003-1,AB_2166869
ZDB-ATB-161003-2,AB_528451
ZDB-ATB-161004-1,
ZDB-ATB-161004-2,AB_390732
ZDB-ATB-161004-3,
ZDB-ATB-161005-1,
ZDB-ATB-161006-1,AB_307257
ZDB-ATB-161006-2,AB_443865
ZDB-ATB-161006-3,
ZDB-ATB-161012-1,
ZDB-ATB-161017-1,
ZDB-ATB-161017-2,AB_11143231
ZDB-ATB-161018-1,
ZDB-ATB-161018-2,
ZDB-ATB-161018-3,AB_309887
ZDB-ATB-161018-4,
ZDB-ATB-161019-1,AB_2076666
ZDB-ATB-161024-1,
ZDB-ATB-161026-1,AB_637410
ZDB-ATB-161026-2,AB_477057
ZDB-ATB-161028-1,AB_10680707
ZDB-ATB-161031-1,
ZDB-ATB-161104-1,AB_1139919
ZDB-ATB-161104-2,AB_2549127
ZDB-ATB-161107-1,AB_260727
ZDB-ATB-161110-1,AB_1904156
ZDB-ATB-161110-2,AB_2159920
ZDB-ATB-161110-3,AB_11178381
ZDB-ATB-161115-1,AB_2123081
ZDB-ATB-161118-1,AB_11134626
ZDB-ATB-161122-1,AB_2117946
ZDB-ATB-161129-1,AB_628142
ZDB-ATB-161129-2,AB_477625
ZDB-ATB-161129-3,AB_90725
ZDB-ATB-161129-4,AB_331762
ZDB-ATB-161130-1,AB_1662203
ZDB-ATB-161130-2,AB_10711672
ZDB-ATB-161130-3,AB_1107088
ZDB-ATB-161202-1,AB_2532109
ZDB-ATB-161205-1,AB_628408
ZDB-ATB-161205-2,AB_653753
ZDB-ATB-161205-3,AB_477629
ZDB-ATB-161205-4,AB_2533709
ZDB-ATB-161206-1,AB_2180556
ZDB-ATB-161206-2,AB_397973
ZDB-ATB-161206-3,AB_1963150
ZDB-ATB-161207-1,
ZDB-ATB-161207-2,AB_2230916
ZDB-ATB-161207-3,AB_420926
ZDB-ATB-161207-4,AB_211868
ZDB-ATB-161207-5,AB_304470
ZDB-ATB-161207-6,AB_10807962
ZDB-ATB-161207-7,AB_2230916
ZDB-ATB-161207-8,AB_2536667
ZDB-ATB-161208-1,
ZDB-ATB-161208-2,AB_11036093
ZDB-ATB-161208-3,AB_443012
ZDB-ATB-161208-4,AB_494617
ZDB-ATB-161208-5,AB_10631841
ZDB-ATB-161208-6,
ZDB-ATB-161208-7,AB_2180216
ZDB-ATB-161209-1,AB_1240408
ZDB-ATB-161209-2,AB_11170619
ZDB-ATB-161209-3,AB_331170
ZDB-ATB-161212-1,
ZDB-ATB-161213-1,AB_298722
ZDB-ATB-161213-2,
ZDB-ATB-161219-1,AB_329836
ZDB-ATB-161219-2,
ZDB-ATB-161219-3,AB_2163703
ZDB-ATB-161219-4,AB_330310
ZDB-ATB-161219-5,
ZDB-ATB-161220-1,
ZDB-ATB-161220-2,
ZDB-ATB-161220-3,
ZDB-ATB-161221-1,AB_778204
ZDB-ATB-161221-2,AB_2197233
ZDB-ATB-161221-3,AB_2126738
ZDB-ATB-161221-4,
ZDB-ATB-161221-5,AB_2221896
ZDB-ATB-161222-1,AB_10629522
ZDB-ATB-161222-2,AB_2078200
ZDB-ATB-161222-3,AB_477035
ZDB-ATB-161223-1,AB_10977763
ZDB-ATB-161223-2,
ZDB-ATB-161227-1,
ZDB-ATB-161229-1,AB_2157558
ZDB-ATB-161229-2,AB_1079008
ZDB-ATB-161229-5,AB_306130
ZDB-ATB-161229-6,
ZDB-ATB-170103-1,
ZDB-ATB-170103-2,
ZDB-ATB-170103-3,
ZDB-ATB-170106-1,AB_1157901
ZDB-ATB-170109-1,AB_331476
ZDB-ATB-170109-2,AB_331439
ZDB-ATB-170109-3,AB_329920
ZDB-ATB-170109-4,AB_11130990
ZDB-ATB-170109-5,AB_2107436
ZDB-ATB-170109-6,
ZDB-ATB-170109-7,AB_1977343
ZDB-ATB-170110-1,AB_1143033
ZDB-ATB-170110-2,
ZDB-ATB-170110-3,
ZDB-ATB-170111-1,AB_177456
ZDB-ATB-170112-1,
ZDB-ATB-170112-2,
ZDB-ATB-170113-1,
ZDB-ATB-170113-2,
ZDB-ATB-170118-1,
ZDB-ATB-170119-1,
ZDB-ATB-170119-2,
ZDB-ATB-170120-1,
ZDB-ATB-170125-1,AB_11212369
ZDB-ATB-170126-1,AB_1555284
ZDB-ATB-170126-2,
ZDB-ATB-170126-3,
ZDB-ATB-170127-1,AB_887886
ZDB-ATB-170127-2,AB_10807835
ZDB-ATB-170127-3,AB_881807
ZDB-ATB-170127-4,AB_399431
ZDB-ATB-170131-1,AB_2271645
ZDB-ATB-170201-1,
ZDB-ATB-170201-2,AB_10555088
ZDB-ATB-170202-1,AB_2572206
ZDB-ATB-170202-2,
ZDB-ATB-170203-1,
ZDB-ATB-170203-2,
ZDB-ATB-170203-3,
ZDB-ATB-170209-1,
ZDB-ATB-170210-1,
ZDB-ATB-170214-1,AB_477577
ZDB-ATB-170215-1,AB_1963154
ZDB-ATB-170217-1,
ZDB-ATB-170221-1,AB_641105
ZDB-ATB-170222-1,AB_305243
ZDB-ATB-170224-1,AB_10632987
ZDB-ATB-170224-2,AB_2279879
ZDB-ATB-170227-1,AB_305428
ZDB-ATB-170227-2,AB_11164562
ZDB-ATB-170227-3,
ZDB-ATB-170301-1,AB_2512330
ZDB-ATB-170301-2,AB_2175315
ZDB-ATB-170302-1,AB_10733347
ZDB-ATB-170302-2,
ZDB-ATB-170302-3,
ZDB-ATB-170302-4,
ZDB-ATB-170302-5,
ZDB-ATB-170303-1,
ZDB-ATB-170303-2,AB_650246
ZDB-ATB-170306-1,AB_2651067
ZDB-ATB-170306-2,AB_2651068
ZDB-ATB-170308-1,AB_449854
ZDB-ATB-170309-1,
ZDB-ATB-170309-2,AB_2314191
ZDB-ATB-170313-2,AB_626608
ZDB-ATB-170313-3,AB_1846005
ZDB-ATB-170317-1,AB_2111505
ZDB-ATB-170323-1,AB_2118291
ZDB-ATB-170323-2,
ZDB-ATB-170323-3,
ZDB-ATB-170323-4,
ZDB-ATB-170323-5,
ZDB-ATB-170323-6,AB_2149410
ZDB-ATB-170323-7,
ZDB-ATB-170324-1,AB_11127925
ZDB-ATB-170324-2,AB_2154665
ZDB-ATB-170327-1,
ZDB-ATB-170329-1,AB_2219278
ZDB-ATB-170329-2,AB_2219288
ZDB-ATB-170329-3,AB_628300
ZDB-ATB-170329-4,AB_1841274
ZDB-ATB-170330-1,
ZDB-ATB-170331-1,AB_2281381
ZDB-ATB-170405-1,
ZDB-ATB-170406-1,
ZDB-ATB-170406-2,
ZDB-ATB-170406-3,
ZDB-ATB-170411-1,
ZDB-ATB-170419-1,AB_2225340
ZDB-ATB-170427-1,AB_631420
ZDB-ATB-170505-1,AB_1587425
ZDB-ATB-170508-1,AB_10640148
ZDB-ATB-170508-2,AB_732780
ZDB-ATB-170509-1,AB_2336545
ZDB-ATB-170509-2,AB_2336293
ZDB-ATB-170509-3,
ZDB-ATB-170509-4,
ZDB-ATB-170509-5,AB_1857289
ZDB-ATB-170509-6,
ZDB-ATB-170511-1,AB_2300607
ZDB-ATB-170511-2,AB_831602
ZDB-ATB-170511-3,AB_2195752
ZDB-ATB-170511-4,AB_315688
ZDB-ATB-170512-1,AB_2092365
ZDB-ATB-170517-1,AB_2167120
ZDB-ATB-170518-1,AB_659888
ZDB-ATB-170518-2,AB_1726586
ZDB-ATB-170519-1,AB_11167302
ZDB-ATB-170519-2,AB_887794
ZDB-ATB-170523-1,AB_2034060
ZDB-ATB-170525-1,AB_1858820
ZDB-ATB-170525-2,AB_10902576
ZDB-ATB-170531-1,
ZDB-ATB-170531-2,
ZDB-ATB-170531-3,AB_528438
ZDB-ATB-170601-1,
ZDB-ATB-170602-1,
ZDB-ATB-170605-2,
ZDB-ATB-170606-1,AB_2092978
ZDB-ATB-170606-2,AB_10864794
ZDB-ATB-170608-1,AB_1848032
ZDB-ATB-170609-1,AB_10858788
ZDB-ATB-170609-2,AB_2263264
ZDB-ATB-170609-3,AB_2619671
ZDB-ATB-170609-4,AB_2619672
ZDB-ATB-170609-5,AB_2619673
ZDB-ATB-170609-6,
ZDB-ATB-170612-1,AB_177540
ZDB-ATB-170615-1,
ZDB-ATB-170615-2,AB_2239216
ZDB-ATB-170615-3,AB_2294745
ZDB-ATB-170616-1,AB_839504
ZDB-ATB-170619-1,
ZDB-ATB-170620-1,
ZDB-ATB-170620-2,
ZDB-ATB-170620-3,AB_2265057
ZDB-ATB-170620-4,AB_10612243
ZDB-ATB-170620-5,AB_2491009
ZDB-ATB-170620-6,AB_397895
ZDB-ATB-170620-7,
ZDB-ATB-170621-1,AB_444661
ZDB-ATB-170621-3,
ZDB-ATB-170621-4,
ZDB-ATB-170621-5,
ZDB-ATB-170621-6,
ZDB-ATB-170621-7,
ZDB-ATB-170621-8,
ZDB-ATB-170622-2,
ZDB-ATB-170622-3,
ZDB-ATB-170622-4,AB_2232546
ZDB-ATB-170627-1,AB_1855078
ZDB-ATB-170627-2,AB_397766
ZDB-ATB-170627-3,AB_397845
ZDB-ATB-170627-4,AB_2134500
ZDB-ATB-170628-1,AB_396416
ZDB-ATB-170628-2,
ZDB-ATB-170628-3,
ZDB-ATB-170628-4,
ZDB-ATB-170628-5,AB_2532240
ZDB-ATB-170629-1,AB_879754
ZDB-ATB-170629-2,
ZDB-ATB-170629-3,AB_2279595
ZDB-ATB-170630-1,AB_10610848
ZDB-ATB-170703-1,AB_1903925
ZDB-ATB-170703-2,AB_330222
ZDB-ATB-170703-3,
ZDB-ATB-170703-4,AB_1549592
ZDB-ATB-170706-1,AB_1961799
ZDB-ATB-170713-1,
ZDB-ATB-170713-2,AB_628381
ZDB-ATB-170713-3,
ZDB-ATB-170713-4,
ZDB-ATB-170713-5,
ZDB-ATB-170718-1,
ZDB-ATB-170718-2,
ZDB-ATB-170719-1,AB_1961154
ZDB-ATB-170719-2,AB_2185004
ZDB-ATB-170719-3,
ZDB-ATB-170725-1,
ZDB-ATB-170725-2,AB_10603671
ZDB-ATB-170801-1,AB_1843002
ZDB-ATB-170803-1,AB_631033
ZDB-ATB-170803-2,AB_2105107
ZDB-ATB-170807-1,AB_11011410
ZDB-ATB-170807-2,AB_2136071
ZDB-ATB-170807-3,AB_631881
ZDB-ATB-170807-4,AB_2136231
ZDB-ATB-170807-5,AB_2113895
ZDB-ATB-170810-1,
ZDB-ATB-170810-2,
ZDB-ATB-170810-3,
ZDB-ATB-170815-1,AB_444313
ZDB-ATB-170816-1,AB_10664825
ZDB-ATB-170816-2,AB_10638474
ZDB-ATB-170816-3,AB_2098565
ZDB-ATB-170816-4,AB_2282417
ZDB-ATB-170818-1,AB_2057014
ZDB-ATB-170818-10,AB_2193178
ZDB-ATB-170818-2,AB_2057326
ZDB-ATB-170818-3,AB_2057586
ZDB-ATB-170818-4,
ZDB-ATB-170818-5,
ZDB-ATB-170818-6,
ZDB-ATB-170818-7,AB_2616052
ZDB-ATB-170818-8,
ZDB-ATB-170818-9,
ZDB-ATB-170824-1,AB_10572253
ZDB-ATB-170824-2,AB_823528
ZDB-ATB-170824-3,AB_2533456
ZDB-ATB-170824-4,AB_2533977
ZDB-ATB-170824-5,AB_2313779
ZDB-ATB-170825-1,AB_628086
ZDB-ATB-170825-2,AB_303264
ZDB-ATB-170825-3,
ZDB-ATB-170825-4,AB_476697
ZDB-ATB-170825-5,AB_10742454
ZDB-ATB-170825-6,AB_627761
ZDB-ATB-170828-1,AB_1587125
ZDB-ATB-170831-1,AB_2128584
ZDB-ATB-170831-2,AB_2081300
ZDB-ATB-170831-3,AB_390918
ZDB-ATB-170906-1,AB_2298102
ZDB-ATB-170907-1,AB_92154
ZDB-ATB-170907-2,
ZDB-ATB-170907-3,AB_397789
ZDB-ATB-170907-4,
ZDB-ATB-170907-5,AB_260646
ZDB-ATB-170908-1,AB_436972
ZDB-ATB-170908-2,AB_1136695
ZDB-ATB-170908-3,AB_2212993
ZDB-ATB-170911-2,AB_262020
ZDB-ATB-170911-3,AB_673572
ZDB-ATB-170911-4,AB_2330023
ZDB-ATB-170912-1,AB_955796
ZDB-ATB-170918-1,AB_2197933
ZDB-ATB-170919-1,
ZDB-ATB-170919-2,AB_2279214
ZDB-ATB-170919-3,
ZDB-ATB-170922-1,
ZDB-ATB-170926-1,AB_447300
ZDB-ATB-170926-2,AB_1839990
ZDB-ATB-170926-3,AB_10670397
ZDB-ATB-170927-1,AB_945424
ZDB-ATB-170927-2,
ZDB-ATB-170927-3,
ZDB-ATB-170927-4,
ZDB-ATB-170929-1,AB_832272
ZDB-ATB-170929-2,AB_722490
ZDB-ATB-171002-1,AB_10903328
ZDB-ATB-171003-1,
ZDB-ATB-171003-2,AB_731688
ZDB-ATB-171006-1,AB_448151
ZDB-ATB-171009-1,
ZDB-ATB-171009-2,AB_2539843
ZDB-ATB-171009-3,AB_659829
ZDB-ATB-171010-1,
ZDB-ATB-171010-2,AB_2315438
ZDB-ATB-171010-3,
ZDB-ATB-171012-1,
ZDB-ATB-171012-2,AB_1295014
ZDB-ATB-171012-3,AB_2630322
ZDB-ATB-171012-4,
ZDB-ATB-171019-1,AB_2049267
ZDB-ATB-171019-2,AB_823532
ZDB-ATB-171019-3,AB_2224542
ZDB-ATB-171020-1,AB_2194351
ZDB-ATB-171020-2,AB_2259061
ZDB-ATB-171024-1,AB_442136
ZDB-ATB-171024-2,AB_2335682
ZDB-ATB-171024-3,
ZDB-ATB-171024-4,AB_2208833
ZDB-ATB-171030-1,AB_2244374
ZDB-ATB-171030-2,AB_2273670
ZDB-ATB-171031-1,AB_784854
ZDB-ATB-171101-1,
ZDB-ATB-171101-2,
ZDB-ATB-171102-1,AB_2183052
ZDB-ATB-171102-2,AB_2061279
ZDB-ATB-171103-1,AB_1849159
ZDB-ATB-171107-1,AB_398271
ZDB-ATB-171107-2,AB_2293452
ZDB-ATB-171108-1,AB_2110155
ZDB-ATB-171108-3,
ZDB-ATB-171108-4,AB_881987
ZDB-ATB-171108-5,AB_10585428
ZDB-ATB-171109-1,AB_10917553
ZDB-ATB-171109-2,AB_10916704
ZDB-ATB-171109-3,
ZDB-ATB-171109-4,
ZDB-ATB-171116-1,AB_2093833
ZDB-ATB-171116-2,AB_731984
ZDB-ATB-171116-3,AB_1603760
ZDB-ATB-171116-4,AB_490890
ZDB-ATB-171116-5,AB_2173160
ZDB-ATB-171120-1,AB_10693472
ZDB-ATB-171120-2,AB_10676121
ZDB-ATB-171120-3,AB_2288042
ZDB-ATB-171121-1,AB_1658872
ZDB-ATB-171121-2,AB_10680401
ZDB-ATB-171121-3,AB_11232783
ZDB-ATB-171122-1,AB_944320
ZDB-ATB-171128-1,AB_10713269
ZDB-ATB-171128-2,AB_829789
ZDB-ATB-171201-1,AB_490778
ZDB-ATB-171201-2,AB_882426
ZDB-ATB-171201-3,AB_306907
ZDB-ATB-171206-1,AB_2050446
ZDB-ATB-171206-2,
ZDB-ATB-171206-3,AB_2300502
ZDB-ATB-171206-4,AB_881617
ZDB-ATB-171206-5,AB_627576
ZDB-ATB-171206-6,AB_11000636
ZDB-ATB-171206-7,AB_11139998
ZDB-ATB-171212-1,AB_2533107
ZDB-ATB-171214-1,AB_10602126
ZDB-ATB-171218-1,AB_916182
ZDB-ATB-171218-2,AB_916186
ZDB-ATB-171218-4,AB_331072
ZDB-ATB-171218-5,AB_632513
ZDB-ATB-171219-1,AB_675545
ZDB-ATB-171219-2,AB_2193632
ZDB-ATB-171219-3,AB_10561456
ZDB-ATB-171219-4,AB_10861983
ZDB-ATB-171220-1,AB_1080232
ZDB-ATB-171220-2,AB_2279451
ZDB-ATB-171220-3,AB_2301616
ZDB-ATB-171220-4,AB_10603505
ZDB-ATB-171226-1,
ZDB-ATB-171226-2,
ZDB-ATB-171226-3,
ZDB-ATB-171226-4,
ZDB-ATB-180104-1,
ZDB-ATB-180104-2,
ZDB-ATB-180111-1,
ZDB-ATB-180111-2,AB_11179069
ZDB-ATB-180115-1,AB_330970
ZDB-ATB-180115-2,AB_330978
ZDB-ATB-180116-1,AB_887750
ZDB-ATB-180116-2,AB_10529315
ZDB-ATB-180116-3,AB_10811800
ZDB-ATB-180118-1,AB_331667
ZDB-ATB-180119-1,
ZDB-ATB-180124-1,AB_331163
ZDB-ATB-180125-1,AB_2550825
ZDB-ATB-180125-2,
ZDB-ATB-180125-4,AB_569422
ZDB-ATB-180125-5,
ZDB-ATB-180131-1,AB_443242
ZDB-ATB-180201-1,
ZDB-ATB-180201-2,
ZDB-ATB-180206-1,AB_2169568
ZDB-ATB-180206-2,AB_10646436
ZDB-ATB-180206-3,AB_669581
ZDB-ATB-180206-4,AB_654710
ZDB-ATB-180206-5,AB_2275453
ZDB-ATB-180207-1,
ZDB-ATB-180207-2,
ZDB-ATB-180207-3,
ZDB-ATB-180207-4,
ZDB-ATB-180207-5,AB_1844739
ZDB-ATB-180209-1,
ZDB-ATB-180209-2,
ZDB-ATB-180213-1,
ZDB-ATB-180213-2,
ZDB-ATB-180214-1,AB_528068
ZDB-ATB-180214-2,
ZDB-ATB-180215-1,AB_10841195
ZDB-ATB-180215-2,
ZDB-ATB-180215-3,AB_2130443
ZDB-ATB-180216-1,
ZDB-ATB-180216-2,
ZDB-ATB-180216-3,
ZDB-ATB-180216-4,
ZDB-ATB-180216-5,
ZDB-ATB-180223-1,AB_10603254
ZDB-ATB-180223-2,AB_2034062
ZDB-ATB-180223-3,AB_2272174
ZDB-ATB-180223-4,AB_10980013
ZDB-ATB-180223-5,
ZDB-ATB-180223-6,AB_259105
ZDB-ATB-180226-1,AB_310544
ZDB-ATB-180227-1,
ZDB-ATB-180301-1,
ZDB-ATB-180301-2,AB_2142754
ZDB-ATB-180301-3,AB_10678708
ZDB-ATB-180301-4,AB_10694431
ZDB-ATB-180307-1,AB_11167690
ZDB-ATB-180307-2,AB_11167742
ZDB-ATB-180308-1,AB_10665364
ZDB-ATB-180308-2,
ZDB-ATB-180308-3,AB_10013720
ZDB-ATB-180308-4,AB_149452
ZDB-ATB-180308-5,AB_296888
ZDB-ATB-180308-6,AB_470265
ZDB-ATB-180308-7,AB_1962280
ZDB-ATB-180312-1,AB_1078474
ZDB-ATB-180313-1,
ZDB-ATB-180313-2,
ZDB-ATB-180313-3,AB_330990
ZDB-ATB-180314-1,
ZDB-ATB-180319-1,AB_11165992
ZDB-ATB-180323-1,AB_1140312
ZDB-ATB-180323-2,
ZDB-ATB-180327-1,
ZDB-ATB-180327-2,AB_627224
ZDB-ATB-180327-3,AB_2291613
ZDB-ATB-180327-4,AB_2074655
ZDB-ATB-180328-1,AB_2147165
ZDB-ATB-180329-1,AB_304538
ZDB-ATB-180330-1,
ZDB-ATB-180330-2,AB_90764
ZDB-ATB-180402-1,
ZDB-ATB-180405-2,
ZDB-ATB-180405-3,AB_628218
ZDB-ATB-180405-4,
ZDB-ATB-180406-1,AB_1005584
ZDB-ATB-180411-1,
ZDB-ATB-180417-1,AB_2631089
ZDB-ATB-180417-2,AB_727020
ZDB-ATB-180417-3,
ZDB-ATB-180417-4,AB_10693922
ZDB-ATB-180418-2,AB_304763
ZDB-ATB-180418-3,AB_2093801
ZDB-ATB-180418-4,AB_307088
ZDB-ATB-180418-5,
ZDB-ATB-180419-1,AB_185528
ZDB-ATB-180419-2,AB_1079278
ZDB-ATB-180419-3,
ZDB-ATB-180419-4,AB_10725874
ZDB-ATB-180419-5,AB_10897512
ZDB-ATB-180420-1,AB_476871
ZDB-ATB-180423-1,
ZDB-ATB-180423-2,
ZDB-ATB-180424-1,AB_627338
ZDB-ATB-180425-1,AB_10716769
ZDB-ATB-180426-1,AB_11150094
ZDB-ATB-180426-2,AB_10884635
ZDB-ATB-180501-1,
ZDB-ATB-180501-2,AB_653610
ZDB-ATB-180501-3,AB_10794524
ZDB-ATB-180501-4,AB_778010
ZDB-ATB-180501-5,AB_572229
ZDB-ATB-180502-1,AB_2253533
ZDB-ATB-180507-1,AB_627678
ZDB-ATB-180507-2,AB_302739
ZDB-ATB-180507-3,AB_659840
ZDB-ATB-180508-1,AB_887824
ZDB-ATB-180508-2,AB_887844
ZDB-ATB-180508-3,AB_2092361
ZDB-ATB-180508-5,AB_10806492
ZDB-ATB-180508-6,AB_1147622
ZDB-ATB-180508-7,AB_1642146
ZDB-ATB-180509-1,AB_1524508
ZDB-ATB-180509-2,
ZDB-ATB-180509-3,AB_2175306
ZDB-ATB-180511-1,
ZDB-ATB-180511-2,
ZDB-ATB-180518-1,AB_10734440
ZDB-ATB-180518-2,AB_881433
ZDB-ATB-180521-1,AB_10705575
ZDB-ATB-180523-1,AB_10610107
ZDB-ATB-180523-2,AB_11144306
ZDB-ATB-180523-3,AB_1949910
ZDB-ATB-180523-4,AB_2630358
ZDB-ATB-180524-1,
ZDB-ATB-180524-2,
ZDB-ATB-180524-3,AB_439680
ZDB-ATB-180524-4,AB_10843860
ZDB-ATB-180524-5,AB_2141292
ZDB-ATB-180524-6,AB_2106617
ZDB-ATB-180524-7,
ZDB-ATB-180524-8,
ZDB-ATB-180601-1,
ZDB-ATB-180601-2,AB_10532997
ZDB-ATB-180601-3,AB_2571552
ZDB-ATB-180604-1,
ZDB-ATB-180604-2,AB_785928
ZDB-ATB-180606-1,
ZDB-ATB-180607-1,
ZDB-ATB-180608-1,AB_1209290
ZDB-ATB-180608-2,AB_2142861
ZDB-ATB-180612-1,AB_2039995
ZDB-ATB-180612-2,
ZDB-ATB-180612-3,AB_2123207
ZDB-ATB-180612-4,AB_330331
ZDB-ATB-180612-5,AB_1640723
ZDB-ATB-180612-6,AB_303567
ZDB-ATB-180615-1,AB_10971172
ZDB-ATB-180615-2,AB_10742686
ZDB-ATB-180615-3,
ZDB-ATB-180621-1,
ZDB-ATB-180621-2,
ZDB-ATB-180621-3,
ZDB-ATB-180621-4,
ZDB-ATB-180703-1,AB_2037810
ZDB-ATB-180706-1,AB_477019
ZDB-ATB-180706-2,
ZDB-ATB-180706-3,AB_11175363
ZDB-ATB-180709-1,AB_673727
ZDB-ATB-180709-2,AB_303297
ZDB-ATB-180709-3,AB_2093330
ZDB-ATB-180709-4,AB_639774
ZDB-ATB-180709-5,AB_2093451
ZDB-ATB-180709-6,AB_2540741
ZDB-ATB-180711-1,
ZDB-ATB-180711-2,AB_10860813
ZDB-ATB-180711-3,
ZDB-ATB-180711-4,AB_304986
ZDB-ATB-180713-1,AB_606098
ZDB-ATB-180713-2,AB_2239761
ZDB-ATB-180713-3,AB_2216009
ZDB-ATB-180713-4,AB_2492225
ZDB-ATB-180713-5,AB_2202275
ZDB-ATB-180713-6,
ZDB-ATB-180713-7,
ZDB-ATB-180717-1,AB_11176141
ZDB-ATB-180717-2,AB_2246263
ZDB-ATB-180718-1,
ZDB-ATB-180719-1,AB_778267
ZDB-ATB-180719-2,
ZDB-ATB-180724-1,
ZDB-ATB-180726-1,AB_490941
ZDB-ATB-180726-2,AB_11000599
ZDB-ATB-180727-1,AB_2253242
ZDB-ATB-180727-2,
ZDB-ATB-180801-1,AB_2261274
ZDB-ATB-180801-2,AB_305417
ZDB-ATB-180801-3,AB_2576470
ZDB-ATB-180801-4,AB_2087994
ZDB-ATB-180801-5,AB_94510
ZDB-ATB-180801-6,AB_94517
ZDB-ATB-180802-1,
ZDB-ATB-180802-2,AB_331277
ZDB-ATB-180802-3,AB_60397
ZDB-ATB-180814-1,AB_373276
ZDB-ATB-180814-2,AB_90864
ZDB-ATB-180814-3,AB_874025
ZDB-ATB-180814-4,AB_2230863
ZDB-ATB-180815-1,AB_647604
ZDB-ATB-180821-1,AB_10735608
ZDB-ATB-180821-2,AB_422260
ZDB-ATB-180821-3,
ZDB-ATB-180821-5,
ZDB-ATB-180822-1,AB_394784
ZDB-ATB-180822-2,AB_10679909
ZDB-ATB-180827-1,AB_2734695
ZDB-ATB-180828-1,AB_775978
ZDB-ATB-180829-1,AB_2115201
ZDB-ATB-180829-2,AB_350589
ZDB-ATB-180829-3,AB_1841064
ZDB-ATB-180829-4,AB_938152
ZDB-ATB-180829-5,AB_946335
ZDB-ATB-180829-6,AB_310270
ZDB-ATB-180829-7,AB_732934
ZDB-ATB-180829-8,AB_470861
ZDB-ATB-180829-9,AB_722497
ZDB-ATB-180830-1,AB_1859937
ZDB-ATB-180830-2,AB_10630581
ZDB-ATB-180830-3,AB_10630767
ZDB-ATB-180830-4,AB_10634791
ZDB-ATB-180830-5,AB_628109
ZDB-ATB-180830-6,AB_10712168
ZDB-ATB-180830-7,AB_627766
ZDB-ATB-180831-1,AB_1139319
ZDB-ATB-180904-1,AB_10630596
ZDB-ATB-180905-1,AB_1267111
ZDB-ATB-180906-1,AB_2722650
ZDB-ATB-180906-2,AB_10683833
ZDB-ATB-180906-3,AB_1853676
ZDB-ATB-180906-4,AB_523268
ZDB-ATB-180906-5,
ZDB-ATB-180906-6,AB_10897859
ZDB-ATB-180910-1,AB_2631173
ZDB-ATB-180910-2,AB_10000347
ZDB-ATB-180910-3,
ZDB-ATB-180911-1,AB_571049
ZDB-ATB-180911-2,AB_94975
ZDB-ATB-180912-1,AB_628403
ZDB-ATB-180912-2,AB_10548759
ZDB-ATB-180912-3,
ZDB-ATB-180912-4,AB_10722098
ZDB-ATB-180912-5,AB_627667
ZDB-ATB-180912-6,
ZDB-ATB-180912-7,AB_1129205
ZDB-ATB-180912-8,AB_1122888
ZDB-ATB-180913-1,AB_2231885
ZDB-ATB-180913-2,
ZDB-ATB-180913-5,
ZDB-ATB-180913-6,
ZDB-ATB-180913-7,AB_2728664
ZDB-ATB-180914-1,AB_10631407
ZDB-ATB-180914-2,
ZDB-ATB-180917-1,AB_2160666
ZDB-ATB-180919-1,
ZDB-ATB-180919-2,
ZDB-ATB-180919-3,AB_2172948
ZDB-ATB-180920-1,AB_2270407
ZDB-ATB-180920-2,AB_2187677
ZDB-ATB-180920-3,
ZDB-ATB-180920-4,AB_533402
ZDB-ATB-180921-1,
ZDB-ATB-180921-2,AB_572224
ZDB-ATB-180924-1,AB_2493181
ZDB-ATB-180927-1,AB_2166869
ZDB-ATB-181001-1,AB_399888
ZDB-ATB-181003-1,AB_640513
ZDB-ATB-181003-2,AB_2155187
ZDB-ATB-181003-3,AB_627921
ZDB-ATB-181003-4,AB_1080447
ZDB-ATB-181005-1,
ZDB-ATB-181008-1,AB_881115
ZDB-ATB-181009-1,AB_306525
ZDB-ATB-181009-2,AB_444926
ZDB-ATB-181009-3,AB_2257695
ZDB-ATB-181016-1,AB_2060983
ZDB-ATB-181016-2,
ZDB-ATB-181016-3,
ZDB-ATB-181017-1,AB_331648
ZDB-ATB-181017-2,AB_823567
ZDB-ATB-181017-3,
ZDB-ATB-181018-1,
ZDB-ATB-181018-2,AB_2064386
ZDB-ATB-181019-1,AB_2049141
ZDB-ATB-181019-2,AB_1603112
ZDB-ATB-181022-1,AB_10563501
ZDB-ATB-181023-1,AB_11039806
ZDB-ATB-181023-2,AB_11019424
ZDB-ATB-181023-3,AB_2081174
ZDB-ATB-181024-2,
ZDB-ATB-181026-1,
ZDB-ATB-181029-1,
