sanger_preinput_feature_abbrev|sanger_preinput_gene_zdb_id|sanger_preinput_test
sa37395|ZDB-GENE-090514-1|-090514-1
sa37399|ZDB-GENE-070424-89|-070424-89
sa37401|ZDB-GENE-060503-435|-060503-435
sa37403|ZDB-GENE-060503-58|-060503-58
sa37419|ZDB-GENE-070705-184|-070705-184
sa37421|ZDB-GENE-040808-55|-040808-55
sa37425|ZDB-GENE-070912-245|-070912-245
sa37431|ZDB-GENE-070912-24|-070912-24
sa37436|ZDB-GENE-050626-61|-050626-61
sa37442|ZDB-GENE-070705-462|-070705-462
sa37446|ZDB-GENE-040408-1|-040408-1
sa37449|ZDB-GENE-070912-343|-070912-343
sa37451|ZDB-GENE-040718-78|-040718-78
sa37454|ZDB-GENE-060712-1|-060712-1
sa37465|ZDB-GENE-001205-2|-001205-2
sa37467|ZDB-GENE-050208-608|-050208-608
sa37471|ZDB-GENE-060503-911|-060503-911
sa37474|ZDB-GENE-050208-657|-050208-657
sa37476|ZDB-GENE-050208-475|-050208-475
sa37477|ZDB-GENE-050208-475|-050208-475
sa37484|ZDB-GENE-050208-422|-050208-422
sa37493|ZDB-GENE-030131-2433|-030131-2433
sa37495|ZDB-GENE-050208-746|-050208-746
sa37498|ZDB-GENE-041027-1|-041027-1
sa37501|ZDB-GENE-020731-4|-020731-4
sa37512|ZDB-GENE-990415-79|-990415-79
sa37517|ZDB-GENE-050208-620|-050208-620
sa37522|ZDB-GENE-001201-1|-001201-1
sa37525|ZDB-GENE-070705-319|-070705-319
sa37535|ZDB-GENE-070705-466|-070705-466
sa37551|ZDB-GENE-050208-762|-050208-762
sa37557|ZDB-GENE-100624-1|-100624-1
sa37562|ZDB-GENE-030722-4|-030722-4
sa37569|ZDB-GENE-030131-6986|-030131-6986
sa37571|ZDB-GENE-050327-26|-050327-26
sa37579|ZDB-GENE-090312-82|-090312-82
sa37581|ZDB-GENE-980526-512|-980526-512
sa37591|ZDB-GENE-100922-114|-100922-114
sa37595|ZDB-GENE-030131-207|-030131-207
sa37597|ZDB-GENE-080403-12|-080403-12
sa37617|ZDB-GENE-040426-985|-040426-985
sa37626|ZDB-GENE-030131-2199|-030131-2199
sa37638|ZDB-GENE-090312-154|-090312-154
sa37641|ZDB-GENE-031107-3|-031107-3
sa37642|ZDB-GENE-060221-1|-060221-1
sa37647|ZDB-GENE-040822-33|-040822-33
sa37649|ZDB-GENE-030131-775|-030131-775
sa37658|ZDB-GENE-990712-11|-990712-11
sa37660|ZDB-GENE-030131-9279|-030131-9279
sa37663|ZDB-GENE-090313-228|-090313-228
sa37674|ZDB-GENE-030131-3055|-030131-3055
sa37675|ZDB-GENE-030131-4205|-030131-4205
sa37678|ZDB-GENE-030131-2202|-030131-2202
sa37679|ZDB-GENE-040426-2009|-040426-2009
sa37686|ZDB-GENE-060810-98|-060810-98
sa37700|ZDB-GENE-040426-1379|-040426-1379
sa37701|ZDB-GENE-050706-119|-050706-119
sa37716|ZDB-GENE-030131-7126|-030131-7126
sa37731|ZDB-GENE-050721-2|-050721-2
sa37733|ZDB-GENE-060223-2|-060223-2
sa37738|ZDB-GENE-081104-387|-081104-387
sa37741|ZDB-GENE-081104-387|-081104-387
sa37748|ZDB-GENE-091214-2|-091214-2
sa37750|ZDB-GENE-091116-46|-091116-46
sa37751|ZDB-GENE-091116-46|-091116-46
sa37753|ZDB-GENE-091116-46|-091116-46
sa37754|ZDB-GENE-090313-268|-090313-268
sa37756|ZDB-GENE-040426-1513|-040426-1513
sa37769|ZDB-GENE-081031-101|-081031-101
sa37770|ZDB-GENE-030131-1711|-030131-1711
sa37776|ZDB-GENE-090313-100|-090313-100
sa37779|ZDB-GENE-030131-5997|-030131-5997
sa37780|ZDB-GENE-090312-96|-090312-96
sa37783|ZDB-GENE-060717-1|-060717-1
sa37785|ZDB-GENE-100922-117|-100922-117
sa37790|ZDB-GENE-110411-178|-110411-178
sa37818|ZDB-GENE-131127-547|-131127-547
sa37819|ZDB-GENE-030909-9|-030909-9
sa37827|ZDB-GENE-060421-5612|-060421-5612
sa37829|ZDB-GENE-030131-6671|-030131-6671
sa37840|ZDB-GENE-070410-29|-070410-29
sa37842|ZDB-GENE-050106-1|-050106-1
sa37844|ZDB-GENE-030131-6699|-030131-6699
sa37848|ZDB-GENE-091207-1|-091207-1
sa37859|ZDB-GENE-120328-3|-120328-3
sa37861|ZDB-GENE-040426-1507|-040426-1507
sa37864|ZDB-GENE-091113-37|-091113-37
sa37870|ZDB-GENE-071004-78|-071004-78
sa37872|ZDB-GENE-030131-1725|-030131-1725
sa37878|ZDB-GENE-111109-1|-111109-1
sa37884|ZDB-GENE-050114-4|-050114-4
sa37887|ZDB-GENE-091116-25|-091116-25
sa37890|ZDB-GENE-070530-3|-070530-3
sa37892|ZDB-GENE-070424-62|-070424-62
sa37897|ZDB-GENE-040426-2326|-040426-2326
sa37908|ZDB-GENE-030131-1393|-030131-1393
sa37914|ZDB-GENE-040808-36|-040808-36
sa37921|ZDB-GENE-030616-518|-030616-518
sa37926|ZDB-GENE-080724-1|-080724-1
sa37931|ZDB-GENE-030131-7799|-030131-7799
sa37940|ZDB-GENE-070117-2|-070117-2
sa37942|ZDB-GENE-030131-8414|-030131-8414
sa37950|ZDB-GENE-040724-138|-040724-138
sa37954|ZDB-GENE-050320-80|-050320-80
sa37955|ZDB-GENE-131125-32|-131125-32
sa37956|ZDB-GENE-131125-32|-131125-32
sa37957|ZDB-GENE-050506-143|-050506-143
sa37960|ZDB-GENE-091112-7|-091112-7
sa37975|ZDB-GENE-071009-6|-071009-6
sa37983|ZDB-GENE-040912-164|-040912-164
sa37986|ZDB-GENE-041221-3|-041221-3
sa37988|ZDB-GENE-030131-3789|-030131-3789
sa37989|ZDB-GENE-061215-136|-061215-136
sa38003|ZDB-GENE-131127-232|-131127-232
sa38005|ZDB-GENE-111104-4|-111104-4
sa38009|ZDB-GENE-070112-1872|-070112-1872
sa38015|ZDB-GENE-040426-1004|-040426-1004
sa38018|ZDB-GENE-010126-3|-010126-3
sa38021|ZDB-GENE-060503-415|-060503-415
sa38022|ZDB-GENE-060503-319|-060503-319
sa38033|ZDB-GENE-040822-6|-040822-6
sa38037|ZDB-GENE-131121-533|-131121-533
sa38042|ZDB-GENE-030131-1067|-030131-1067
sa38044|ZDB-GENE-000509-1|-000509-1
sa38047|ZDB-GENE-041111-243|-041111-243
sa38051|ZDB-GENE-080523-3|-080523-3
sa38062|ZDB-GENE-110408-15|-110408-15
sa38063|ZDB-GENE-060421-6632|-060421-6632
sa38073|ZDB-GENE-120703-34|-120703-34
sa38084|ZDB-GENE-040625-12|-040625-12
sa38087|ZDB-GENE-040426-1007|-040426-1007
sa38096|ZDB-GENE-131121-351|-131121-351
sa38100|ZDB-GENE-100427-4|-100427-4
sa38104|ZDB-GENE-050306-25|-050306-25
sa38113|ZDB-GENE-040625-15|-040625-15
sa38133|ZDB-GENE-070503-1|-070503-1
sa38140|ZDB-GENE-050105-4|-050105-4
sa38143|ZDB-GENE-040426-2190|-040426-2190
sa38151|ZDB-GENE-051120-48|-051120-48
sa38193|ZDB-GENE-090826-1|-090826-1
sa38196|ZDB-GENE-050913-82|-050913-82
sa38227|ZDB-GENE-060312-23|-060312-23
sa32570|ZDB-GENE-060929-860|-060929-860
sa32571|ZDB-GENE-060929-860|-060929-860
sa32577|ZDB-GENE-001212-4|-001212-4
sa32578|ZDB-GENE-030131-9582|-030131-9582
sa32582|ZDB-GENE-040914-80|-040914-80
sa32585|ZDB-GENE-121214-25|-121214-25
sa32587|ZDB-GENE-090312-128|-090312-128
sa32593|ZDB-GENE-060421-2552|-060421-2552
sa32597|ZDB-GENE-080220-46|-080220-46
sa32604|ZDB-GENE-040812-1|-040812-1
sa32606|ZDB-GENE-010426-1|-010426-1
sa32607|ZDB-GENE-010426-1|-010426-1
sa32612|ZDB-GENE-090312-175|-090312-175
sa32615|ZDB-GENE-040419-2|-040419-2
sa32630|ZDB-GENE-070112-990|-070112-990
sa32633|ZDB-GENE-070713-1|-070713-1
sa32645|ZDB-GENE-070615-38|-070615-38
sa32646|ZDB-GENE-070615-38|-070615-38
sa32651|ZDB-GENE-061207-66|-061207-66
sa32656|ZDB-GENE-070816-2|-070816-2
sa32658|ZDB-GENE-030616-623|-030616-623
sa32661|ZDB-GENE-030616-623|-030616-623
sa32662|ZDB-GENE-090312-169|-090312-169
sa32665|ZDB-GENE-030131-6794|-030131-6794
sa32674|ZDB-GENE-041111-282|-041111-282
sa32678|ZDB-GENE-090312-132|-090312-132
sa32682|ZDB-GENE-080225-36|-080225-36
sa32696|ZDB-GENE-030219-92|-030219-92
sa32706|ZDB-GENE-080723-74|-080723-74
sa32721|ZDB-GENE-990714-19|-990714-19
sa32722|ZDB-GENE-060929-68|-060929-68
sa32726|ZDB-GENE-040801-245|-040801-245
sa32731|ZDB-GENE-060815-3|-060815-3
sa32733|ZDB-GENE-050417-343|-050417-343
sa32739|ZDB-GENE-061207-24|-061207-24
sa32746|ZDB-GENE-041114-163|-041114-163
sa32752|ZDB-GENE-070705-176|-070705-176
sa32755|ZDB-GENE-040801-98|-040801-98
sa32756|ZDB-GENE-030131-4148|-030131-4148
sa32761|ZDB-GENE-110914-234|-110914-234
sa32769|ZDB-GENE-040912-18|-040912-18
sa32774|ZDB-GENE-040718-345|-040718-345
sa32778|ZDB-GENE-060810-33|-060810-33
sa32780|ZDB-GENE-040712-1|-040712-1
sa32800|ZDB-GENE-121214-246|-121214-246
sa32812|ZDB-GENE-041008-112|-041008-112
sa32815|ZDB-GENE-100805-1|-100805-1
sa32816|ZDB-GENE-101223-1|-101223-1
sa32818|ZDB-GENE-110407-5|-110407-5
sa32820|ZDB-GENE-030131-230|-030131-230
sa32823|ZDB-GENE-030826-15|-030826-15
sa32840|ZDB-GENE-040426-1192|-040426-1192
sa32852|ZDB-GENE-050522-420|-050522-420
sa32857|ZDB-GENE-040912-90|-040912-90
sa32858|ZDB-GENE-130530-783|-130530-783
sa32878|ZDB-GENE-980526-35|-980526-35
sa32882|ZDB-GENE-030131-6279|-030131-6279
sa32893|ZDB-GENE-031023-1|-031023-1
sa32898|ZDB-GENE-070912-179|-070912-179
sa32899|ZDB-GENE-070912-179|-070912-179
sa32900|ZDB-GENE-040426-1296|-040426-1296
sa32903|ZDB-GENE-040426-2537|-040426-2537
sa32905|ZDB-GENE-061103-307|-061103-307
sa32910|ZDB-GENE-070912-703|-070912-703
sa32911|ZDB-GENE-991123-5|-991123-5
sa32912|ZDB-GENE-991123-5|-991123-5
sa32913|ZDB-GENE-991123-5|-991123-5
sa32914|ZDB-GENE-070912-699|-070912-699
sa32916|ZDB-GENE-070912-476|-070912-476
sa32925|ZDB-GENE-040711-2|-040711-2
sa32929|ZDB-GENE-031112-5|-031112-5
sa32930|ZDB-GENE-061019-3|-061019-3
sa32931|ZDB-GENE-070615-22|-070615-22
sa32943|ZDB-GENE-070912-611|-070912-611
sa32948|ZDB-GENE-070705-13|-070705-13
sa32953|ZDB-GENE-070713-4|-070713-4
sa32957|ZDB-GENE-040426-1039|-040426-1039
sa32959|ZDB-GENE-070912-525|-070912-525
sa32962|ZDB-GENE-070912-171|-070912-171
sa32968|ZDB-GENE-020503-3|-020503-3
sa32970|ZDB-GENE-070912-660|-070912-660
sa32973|ZDB-GENE-070912-283|-070912-283
sa32976|ZDB-GENE-040724-35|-040724-35
sa32986|ZDB-GENE-070912-183|-070912-183
sa32988|ZDB-GENE-070912-17|-070912-17
sa32996|ZDB-GENE-070912-294|-070912-294
sa33000|ZDB-GENE-070912-195|-070912-195
sa33001|ZDB-GENE-070912-300|-070912-300
sa33004|ZDB-GENE-070912-394|-070912-394
sa33015|ZDB-GENE-070912-80|-070912-80
sa33025|ZDB-GENE-050706-185|-050706-185
sa33026|ZDB-GENE-050706-185|-050706-185
sa33028|ZDB-GENE-081104-411|-081104-411
sa33037|ZDB-GENE-060503-2|-060503-2
sa33041|ZDB-GENE-060503-2|-060503-2
sa33045|ZDB-GENE-050913-141|-050913-141
sa33048|ZDB-GENE-060503-233|-060503-233
sa33050|ZDB-GENE-060503-874|-060503-874
sa33077|ZDB-GENE-070705-476|-070705-476
sa33083|ZDB-GENE-130514-1|-130514-1
sa33097|ZDB-GENE-091204-46|-091204-46
sa33098|ZDB-GENE-050302-102|-050302-102
sa33100|ZDB-GENE-060929-1206|-060929-1206
sa33105|ZDB-GENE-050517-2|-050517-2
sa33107|ZDB-GENE-030131-7837|-030131-7837
sa33109|ZDB-GENE-050522-551|-050522-551
sa33113|ZDB-GENE-030131-5912|-030131-5912
sa33117|ZDB-GENE-000210-34|-000210-34
sa33118|ZDB-GENE-000210-34|-000210-34
sa33121|ZDB-GENE-060322-9|-060322-9
sa33133|ZDB-GENE-050913-103|-050913-103
sa33139|ZDB-GENE-040915-3|-040915-3
sa33142|ZDB-GENE-071207-1|-071207-1
sa33150|ZDB-GENE-990706-2|-990706-2
sa33154|ZDB-GENE-060130-180|-060130-180
sa33160|ZDB-GENE-000328-2|-000328-2
sa33161|ZDB-GENE-990415-103|-990415-103
sa33162|ZDB-GENE-990415-101|-990415-101
sa33163|ZDB-GENE-080115-1|-080115-1
sa33164|ZDB-GENE-040108-10|-040108-10
sa33165|ZDB-GENE-050208-280|-050208-280
sa33166|ZDB-GENE-080204-96|-080204-96
sa33167|ZDB-GENE-050417-474|-050417-474
sa33174|ZDB-GENE-030131-3200|-030131-3200
sa33175|ZDB-GENE-120524-2|-120524-2
sa33176|ZDB-GENE-040426-951|-040426-951
sa33177|ZDB-GENE-111017-2|-111017-2
sa33180|ZDB-GENE-021209-1|-021209-1
sa33181|ZDB-GENE-131121-384|-131121-384
sa33183|ZDB-GENE-120215-180|-120215-180
sa33188|ZDB-GENE-030131-8434|-030131-8434
sa33194|ZDB-GENE-030131-482|-030131-482
sa33219|ZDB-GENE-030131-7510|-030131-7510
sa33222|ZDB-GENE-030909-12|-030909-12
sa33224|ZDB-GENE-050522-380|-050522-380
sa33229|ZDB-GENE-030131-967|-030131-967
sa33236|ZDB-GENE-061009-16|-061009-16
sa33238|ZDB-GENE-040625-80|-040625-80
sa33242|ZDB-GENE-120214-28|-120214-28
sa33245|ZDB-GENE-040912-16|-040912-16
sa33247|ZDB-GENE-041008-196|-041008-196
sa33248|ZDB-GENE-050302-128|-050302-128
sa33251|ZDB-GENE-030131-5404|-030131-5404
sa33252|ZDB-GENE-120215-83|-120215-83
sa33262|ZDB-GENE-040801-33|-040801-33
sa33264|ZDB-GENE-071212-1|-071212-1
sa33265|ZDB-GENE-130103-1|-130103-1
sa33267|ZDB-GENE-131127-366|-131127-366
sa33269|ZDB-GENE-100326-1|-100326-1
sa33271|ZDB-GENE-100326-1|-100326-1
sa33275|ZDB-GENE-060929-96|-060929-96
sa33278|ZDB-GENE-081104-374|-081104-374
sa33280|ZDB-GENE-081104-374|-081104-374
sa33281|ZDB-GENE-040801-163|-040801-163
sa33285|ZDB-GENE-050506-90|-050506-90
sa33296|ZDB-GENE-060825-228|-060825-228
sa33298|ZDB-GENE-131127-267|-131127-267
sa33302|ZDB-GENE-131120-181|-131120-181
sa33304|ZDB-GENE-090507-6|-090507-6
sa33306|ZDB-GENE-131126-39|-131126-39
sa33308|ZDB-GENE-060421-2756|-060421-2756
sa33311|ZDB-GENE-070720-6|-070720-6
sa33316|ZDB-GENE-040426-685|-040426-685
sa33317|ZDB-GENE-040426-685|-040426-685
sa33319|ZDB-GENE-030131-4652|-030131-4652
sa33322|ZDB-GENE-041114-105|-041114-105
sa33323|ZDB-GENE-040108-6|-040108-6
sa33325|ZDB-GENE-040704-75|-040704-75
sa33328|ZDB-GENE-990706-3|-990706-3
sa33334|ZDB-GENE-131121-267|-131121-267
sa33371|ZDB-GENE-040115-5|-040115-5
sa33373|ZDB-GENE-041210-146|-041210-146
sa33382|ZDB-GENE-030131-2656|-030131-2656
sa33386|ZDB-GENE-041210-51|-041210-51
sa33398|ZDB-GENE-040718-139|-040718-139
sa33405|ZDB-GENE-041210-299|-041210-299
sa33408|ZDB-GENE-041210-89|-041210-89
sa33409|ZDB-GENE-030131-8115|-030131-8115
sa33423|ZDB-GENE-041210-117|-041210-117
sa33427|ZDB-GENE-041210-236|-041210-236
sa33428|ZDB-GENE-060308-1|-060308-1
sa33438|ZDB-GENE-040426-1110|-040426-1110
sa33440|ZDB-GENE-000607-13|-000607-13
sa33441|ZDB-GENE-041210-152|-041210-152
sa33442|ZDB-GENE-060421-5714|-060421-5714
sa33445|ZDB-GENE-050809-134|-050809-134
sa33448|ZDB-GENE-041210-177|-041210-177
sa33454|ZDB-GENE-030131-3124|-030131-3124
sa33457|ZDB-GENE-041210-216|-041210-216
sa33459|ZDB-GENE-040426-798|-040426-798
sa33473|ZDB-GENE-041210-254|-041210-254
sa33476|ZDB-GENE-041210-200|-041210-200
sa33479|ZDB-GENE-041210-305|-041210-305
sa33486|ZDB-GENE-080213-11|-080213-11
sa33492|ZDB-GENE-081103-31|-081103-31
sa33494|ZDB-GENE-030131-866|-030131-866
sa33504|ZDB-GENE-110913-9|-110913-9
sa33507|ZDB-GENE-101108-3|-101108-3
sa33512|ZDB-GENE-070705-367|-070705-367
sa33522|ZDB-GENE-060526-152|-060526-152
sa33523|ZDB-GENE-050913-41|-050913-41
sa33534|ZDB-GENE-070705-135|-070705-135
sa33535|ZDB-GENE-070705-135|-070705-135
sa33540|ZDB-GENE-080722-7|-080722-7
sa33541|ZDB-GENE-100922-229|-100922-229
sa33542|ZDB-GENE-991008-17|-991008-17
sa33575|ZDB-GENE-060526-211|-060526-211
sa33576|ZDB-GENE-060531-26|-060531-26
sa33577|ZDB-GENE-030131-2207|-030131-2207
sa33579|ZDB-GENE-030826-11|-030826-11
sa33587|ZDB-GENE-040426-1117|-040426-1117
sa33592|ZDB-GENE-060526-4|-060526-4
sa33596|ZDB-GENE-050517-1|-050517-1
sa33599|ZDB-GENE-030131-2179|-030131-2179
sa33602|ZDB-GENE-040801-38|-040801-38
sa33607|ZDB-GENE-030131-4648|-030131-4648
sa33612|ZDB-GENE-030829-36|-030829-36
sa33614|ZDB-GENE-050220-6|-050220-6
sa33616|ZDB-GENE-080603-4|-080603-4
sa33630|ZDB-GENE-050517-39|-050517-39
sa33631|ZDB-GENE-081022-151|-081022-151
sa33634|ZDB-GENE-070410-49|-070410-49
sa33639|ZDB-GENE-070705-73|-070705-73
sa33644|ZDB-GENE-061103-130|-061103-130
sa33647|ZDB-GENE-060201-3|-060201-3
sa33657|ZDB-GENE-070410-141|-070410-141
sa33661|ZDB-GENE-060526-311|-060526-311
sa33674|ZDB-GENE-050401-1|-050401-1
sa33676|ZDB-GENE-070705-307|-070705-307
sa33685|ZDB-GENE-040426-919|-040426-919
sa33687|ZDB-GENE-060526-177|-060526-177
sa33698|ZDB-GENE-060531-14|-060531-14
sa33699|ZDB-GENE-011023-1|-011023-1
sa33700|ZDB-GENE-030131-4694|-030131-4694
sa33708|ZDB-GENE-040401-2|-040401-2
sa33716|ZDB-GENE-080215-11|-080215-11
sa33722|ZDB-GENE-030131-464|-030131-464
sa33726|ZDB-GENE-060526-31|-060526-31
sa33730|ZDB-GENE-060512-299|-060512-299
sa33734|ZDB-GENE-100727-3|-100727-3
sa33735|ZDB-GENE-100727-3|-100727-3
sa33745|ZDB-GENE-100921-13|-100921-13
sa33762|ZDB-GENE-050208-92|-050208-92
sa33766|ZDB-GENE-080917-11|-080917-11
sa33768|ZDB-GENE-060526-282|-060526-282
sa33771|ZDB-GENE-041008-135|-041008-135
sa33778|ZDB-GENE-121113-1|-121113-1
sa33781|ZDB-GENE-050417-27|-050417-27
sa33782|ZDB-GENE-120312-2|-120312-2
sa33788|ZDB-GENE-030131-9944|-030131-9944
sa33790|ZDB-GENE-120215-3|-120215-3
sa33794|ZDB-GENE-040426-2822|-040426-2822
sa33801|ZDB-GENE-070912-386|-070912-386
sa33812|ZDB-GENE-030131-3151|-030131-3151
sa33814|ZDB-GENE-110407-7|-110407-7
sa33816|ZDB-GENE-050506-1|-050506-1
sa33818|ZDB-GENE-050506-1|-050506-1
sa33819|ZDB-GENE-050506-1|-050506-1
sa33825|ZDB-GENE-070719-8|-070719-8
sa33826|ZDB-GENE-030131-4869|-030131-4869
sa33830|ZDB-GENE-041010-69|-041010-69
sa33837|ZDB-GENE-130530-685|-130530-685
sa33843|ZDB-GENE-070209-232|-070209-232
sa33845|ZDB-GENE-050208-274|-050208-274
sa33852|ZDB-GENE-030131-419|-030131-419
sa33853|ZDB-GENE-030131-419|-030131-419
sa33854|ZDB-GENE-030829-19|-030829-19
sa33858|ZDB-GENE-030829-19|-030829-19
sa33860|ZDB-GENE-120215-32|-120215-32
sa33863|ZDB-GENE-060503-649|-060503-649
sa33867|ZDB-GENE-090812-4|-090812-4
sa33878|ZDB-GENE-030819-1|-030819-1
sa33887|ZDB-GENE-131127-190|-131127-190
sa33890|ZDB-GENE-050309-150|-050309-150
sa33895|ZDB-GENE-030131-1233|-030131-1233
sa33903|ZDB-GENE-050522-344|-050522-344
sa33905|ZDB-GENE-070718-6|-070718-6
sa33908|ZDB-GENE-070718-4|-070718-4
sa33911|ZDB-GENE-070928-33|-070928-33
sa33913|ZDB-GENE-060906-2|-060906-2
sa33917|ZDB-GENE-100728-1|-100728-1
sa33931|ZDB-GENE-030728-6|-030728-6
sa33934|ZDB-GENE-050208-185|-050208-185
sa33956|ZDB-GENE-131125-85|-131125-85
sa33959|ZDB-GENE-091230-8|-091230-8
sa33965|ZDB-GENE-110408-5|-110408-5
sa33974|ZDB-GENE-030131-5861|-030131-5861
sa33976|ZDB-GENE-020806-3|-020806-3
sa33980|ZDB-GENE-030131-9794|-030131-9794
sa33985|ZDB-GENE-070209-1|-070209-1
sa33986|ZDB-GENE-070209-1|-070209-1
sa33987|ZDB-GENE-130530-945|-130530-945
sa33989|ZDB-GENE-040426-2370|-040426-2370
sa33992|ZDB-GENE-121214-324|-121214-324
sa33996|ZDB-GENE-041210-285|-041210-285
sa34055|ZDB-GENE-081104-24|-081104-24
sa34061|ZDB-GENE-041111-246|-041111-246
sa34062|ZDB-GENE-080215-4|-080215-4
sa34076|ZDB-GENE-041124-3|-041124-3
sa34080|ZDB-GENE-030219-38|-030219-38
sa34097|ZDB-GENE-031001-2|-031001-2
sa34100|ZDB-GENE-080303-24|-080303-24
sa34103|ZDB-GENE-041011-2|-041011-2
sa34110|ZDB-GENE-030131-1517|-030131-1517
sa34123|ZDB-GENE-061108-1|-061108-1
sa34134|ZDB-GENE-050522-557|-050522-557
sa34138|ZDB-GENE-040426-1122|-040426-1122
sa34146|ZDB-GENE-050417-213|-050417-213
sa34152|ZDB-GENE-040718-243|-040718-243
sa34158|ZDB-GENE-050522-505|-050522-505
sa34159|ZDB-GENE-030616-624|-030616-624
sa34169|ZDB-GENE-060503-925|-060503-925
sa34170|ZDB-GENE-060503-323|-060503-323
sa34178|ZDB-GENE-050809-24|-050809-24
sa34180|ZDB-GENE-101001-2|-101001-2
sa34194|ZDB-GENE-040724-9|-040724-9
sa34201|ZDB-GENE-030131-5391|-030131-5391
sa34203|ZDB-GENE-080424-5|-080424-5
sa34207|ZDB-GENE-050417-342|-050417-342
sa34217|ZDB-GENE-070319-1|-070319-1
sa34235|ZDB-GENE-030131-3187|-030131-3187
sa34250|ZDB-GENE-040426-1562|-040426-1562
sa34254|ZDB-GENE-101103-16|-101103-16
sa34255|ZDB-GENE-040426-859|-040426-859
sa34261|ZDB-GENE-110411-85|-110411-85
sa34268|ZDB-GENE-081104-369|-081104-369
sa34269|ZDB-GENE-060522-1|-060522-1
sa34271|ZDB-GENE-110411-249|-110411-249
sa34272|ZDB-GENE-000208-28|-000208-28
sa34278|ZDB-GENE-040831-4|-040831-4
sa34281|ZDB-GENE-040426-704|-040426-704
sa34283|ZDB-GENE-040724-264|-040724-264
sa34285|ZDB-GENE-030131-9913|-030131-9913
sa34288|ZDB-GENE-060810-28|-060810-28
sa34290|ZDB-GENE-131120-15|-131120-15
sa34305|ZDB-GENE-070424-281|-070424-281
sa34310|ZDB-GENE-070613-1|-070613-1
sa34316|ZDB-GENE-040912-141|-040912-141
sa34320|ZDB-GENE-091118-116|-091118-116
sa34327|ZDB-GENE-041111-17|-041111-17
sa34335|ZDB-GENE-081105-186|-081105-186
sa34337|ZDB-GENE-081105-186|-081105-186
sa34344|ZDB-GENE-030131-8875|-030131-8875
sa34349|ZDB-GENE-030131-7019|-030131-7019
sa34350|ZDB-GENE-030131-6975|-030131-6975
sa34359|ZDB-GENE-081104-264|-081104-264
sa34360|ZDB-GENE-030131-9827|-030131-9827
sa34363|ZDB-GENE-040912-25|-040912-25
sa34365|ZDB-GENE-040426-748|-040426-748
sa34370|ZDB-GENE-000329-4|-000329-4
sa34371|ZDB-GENE-000329-4|-000329-4
sa34372|ZDB-GENE-030131-7099|-030131-7099
sa34373|ZDB-GENE-081104-506|-081104-506
sa34374|ZDB-GENE-081104-414|-081104-414
sa34375|ZDB-GENE-040801-82|-040801-82
sa34376|ZDB-GENE-040426-712|-040426-712
sa34385|ZDB-GENE-031104-1|-031104-1
sa34389|ZDB-GENE-081021-1|-081021-1
sa34402|ZDB-GENE-030131-7447|-030131-7447
sa34409|ZDB-GENE-081104-419|-081104-419
sa34413|ZDB-GENE-051227-1|-051227-1
sa34417|ZDB-GENE-070122-3|-070122-3
sa34418|ZDB-GENE-081105-83|-081105-83
sa34427|ZDB-GENE-020111-3|-020111-3
sa34429|ZDB-GENE-060929-828|-060929-828
sa34431|ZDB-GENE-060510-2|-060510-2
sa34432|ZDB-GENE-060503-743|-060503-743
sa34450|ZDB-GENE-040426-1047|-040426-1047
sa34455|ZDB-GENE-051113-116|-051113-116
sa34459|ZDB-GENE-030219-130|-030219-130
sa34460|ZDB-GENE-081104-225|-081104-225
sa34462|ZDB-GENE-021010-2|-021010-2
sa34465|ZDB-GENE-060130-1|-060130-1
sa34466|ZDB-GENE-030616-81|-030616-81
sa34479|ZDB-GENE-040801-68|-040801-68
sa34480|ZDB-GENE-081104-376|-081104-376
sa34481|ZDB-GENE-081104-376|-081104-376
sa34482|ZDB-GENE-030131-2143|-030131-2143
sa34484|ZDB-GENE-081104-101|-081104-101
sa34486|ZDB-GENE-070112-932|-070112-932
sa34487|ZDB-GENE-070917-2|-070917-2
sa34513|ZDB-GENE-030926-1|-030926-1
sa34518|ZDB-GENE-081104-190|-081104-190
sa34520|ZDB-GENE-060404-5|-060404-5
sa34535|ZDB-GENE-050522-56|-050522-56
sa34545|ZDB-GENE-091204-412|-091204-412
sa34549|ZDB-GENE-110411-241|-110411-241
sa34550|ZDB-GENE-020419-37|-020419-37
sa34559|ZDB-GENE-081105-114|-081105-114
sa34564|ZDB-GENE-060503-213|-060503-213
sa34567|ZDB-GENE-030131-3029|-030131-3029
sa34571|ZDB-GENE-070912-237|-070912-237
sa34578|ZDB-GENE-070618-2|-070618-2
sa34582|ZDB-GENE-070912-156|-070912-156
sa34585|ZDB-GENE-070912-312|-070912-312
sa34587|ZDB-GENE-070912-312|-070912-312
sa34596|ZDB-GENE-030131-695|-030131-695
sa34598|ZDB-GENE-030131-7751|-030131-7751
sa34610|ZDB-GENE-030131-9830|-030131-9830
sa34617|ZDB-GENE-030219-193|-030219-193
sa34620|ZDB-GENE-030219-74|-030219-74
sa34624|ZDB-GENE-081105-39|-081105-39
sa34627|ZDB-GENE-041111-216|-041111-216
sa34629|ZDB-GENE-041111-216|-041111-216
sa34635|ZDB-GENE-081105-126|-081105-126
sa34638|ZDB-GENE-040426-982|-040426-982
sa34641|ZDB-GENE-090313-216|-090313-216
sa34642|ZDB-GENE-090311-22|-090311-22
sa34653|ZDB-GENE-980526-227|-980526-227
